"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"US000","1","111","15","0","2023","A","",2,5,608954,0,0,2602,135323,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,100.0,-3,-37.5,-107091,-15.0,0,0.0,0,0.0,844,48.0,43913,48.0
"US000","1","1111","16","0","2023","A","",2,5,608954,0,0,2602,135323,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,100.0,-3,-37.5,-107091,-15.0,0,0.0,0,0.0,844,48.0,43913,48.0
"US000","1","11111","17","0","2023","A","",2,5,608954,0,0,2602,135323,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,100.0,-3,-37.5,-107091,-15.0,0,0.0,0,0.0,844,48.0,43913,48.0
"US000","1","111110","18","0","2023","A","",2,5,608954,0,0,2602,135323,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,100.0,-3,-37.5,-107091,-15.0,0,0.0,0,0.0,844,48.0,43913,48.0
"US000","1","112","15","0","2023","A","",2,19,1514057,0,0,1567,81474,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,1,5.6,49216,3.4,0,0.0,0,0.0,37,2.4,1935,2.4
"US000","1","1125","16","0","2023","A","",2,19,1514057,0,0,1567,81474,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,1,5.6,49216,3.4,0,0.0,0,0.0,37,2.4,1935,2.4
"US000","1","11251","17","0","2023","A","",2,19,1514057,0,0,1567,81474,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,1,5.6,49216,3.4,0,0.0,0,0.0,37,2.4,1935,2.4
"US000","1","112511","18","0","2023","A","",2,19,1514057,0,0,1567,81474,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,1,5.6,49216,3.4,0,0.0,0,0.0,37,2.4,1935,2.4
"US000","1","113","15","0","2023","A","",70,3722,330134964,0,0,1706,88690,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,86,2.4,23806439,7.8,0,0.0,0,0.0,86,5.3,4449,5.3
"US000","1","1131","16","0","2023","A","",70,3722,330134964,0,0,1706,88690,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,86,2.4,23806439,7.8,0,0.0,0,0.0,86,5.3,4449,5.3
"US000","1","11311","17","0","2023","A","",70,3722,330134964,0,0,1706,88690,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,86,2.4,23806439,7.8,0,0.0,0,0.0,86,5.3,4449,5.3
"US000","1","113110","18","0","2023","A","",70,3722,330134964,0,0,1706,88690,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,86,2.4,23806439,7.8,0,0.0,0,0.0,86,5.3,4449,5.3
"US000","1","114","15","0","2023","A","",1,6,201246,0,0,663,34499,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,18278,10.0,0,0.0,0,0.0,68,11.4,3575,11.6
"US000","1","1142","16","0","2023","A","",1,6,201246,0,0,663,34499,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,18278,10.0,0,0.0,0,0.0,68,11.4,3575,11.6
"US000","1","11421","17","0","2023","A","",1,6,201246,0,0,663,34499,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,18278,10.0,0,0.0,0,0.0,68,11.4,3575,11.6
"US000","1","114210","18","0","2023","A","",1,6,201246,0,0,663,34499,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,18278,10.0,0,0.0,0,0.0,68,11.4,3575,11.6
"US000","1","22","14","0","2023","A","",209,11921,1776842792,0,0,2866,149046,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",29,16.1,425,3.7,161645369,10.0,0,0.0,0,0.0,164,6.1,8543,6.1
"US000","1","221","15","0","2023","A","",209,11921,1776842792,0,0,2866,149046,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",29,16.1,425,3.7,161645369,10.0,0,0.0,0,0.0,164,6.1,8543,6.1
"US000","1","2211","16","0","2023","A","",204,11172,1698048954,0,0,2923,151994,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",29,16.6,432,4.0,159137321,10.3,0,0.0,0,0.0,167,6.1,8704,6.1
"US000","1","22111","17","0","2023","A","",97,8523,1314307873,0,0,2966,154212,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",15,18.3,323,3.9,133267929,11.3,0,0.0,0,0.0,196,7.1,10181,7.1
"US000","1","221111","18","0","2023","A","",89,6601,1013917499,0,0,2954,153593,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",16,21.9,315,5.0,119502028,13.4,0,0.0,0,0.0,218,8.0,11312,8.0
"US000","1","221112","18","0","2023","A","",6,580,86020164,0,0,2855,148439,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,13,2.3,7638034,9.7,0,0.0,0,0.0,194,7.3,10077,7.3
"US000","1","221113","18","0","2023","A","",2,1342,214370210,0,0,3072,159749,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-33.3,-5,-0.4,6127867,2.9,0,0.0,0,0.0,99,3.3,5171,3.3
"US000","1","22112","17","0","2023","A","",107,2649,383741081,0,0,2786,144858,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",14,15.1,109,4.3,25869392,7.2,0,0.0,0,0.0,76,2.8,3959,2.8
"US000","1","221121","18","0","2023","A","",56,1900,269697994,0,0,2730,141946,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",11,24.4,88,4.9,16695580,6.6,0,0.0,0,0.0,45,1.7,2301,1.6
"US000","1","221122","18","0","2023","A","",51,749,114043087,0,0,2928,152244,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,6.2,21,2.9,9173812,8.7,0,0.0,0,0.0,158,5.7,8226,5.7
"US000","1","2213","16","0","2023","A","",5,750,78793838,0,0,2021,105117,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-16.7,-6,-0.8,2508048,3.3,0,0.0,0,0.0,80,4.1,4210,4.2
"US000","1","22131","17","0","2023","A","",5,750,78793838,0,0,2021,105117,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-16.7,-6,-0.8,2508048,3.3,0,0.0,0,0.0,80,4.1,4210,4.2
"US000","1","221310","18","0","2023","A","",5,750,78793838,0,0,2021,105117,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-16.7,-6,-0.8,2508048,3.3,0,0.0,0,0.0,80,4.1,4210,4.2
"US000","1","23","14","0","2023","A","",1,5,772671,0,0,3184,165572,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,90212,13.2,0,0.0,0,0.0,268,9.2,13914,9.2
"US000","1","237","15","0","2023","A","",1,5,772671,0,0,3184,165572,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,90212,13.2,0,0.0,0,0.0,268,9.2,13914,9.2
"US000","1","2371","16","0","2023","A","",1,5,772671,0,0,3184,165572,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,90212,13.2,0,0.0,0,0.0,268,9.2,13914,9.2
"US000","1","23713","17","0","2023","A","",1,5,772671,0,0,3184,165572,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,90212,13.2,0,0.0,0,0.0,268,9.2,13914,9.2
"US000","1","237130","18","0","2023","A","",1,5,772671,0,0,3184,165572,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,90212,13.2,0,0.0,0,0.0,268,9.2,13914,9.2
"US000","1","31-33","14","0","2023","A","",74,48401,4781282189,0,0,1900,98785,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",12,19.4,-391,-0.8,273505212,6.1,0,0.0,0,0.0,123,6.9,6398,6.9
"US000","1","323","15","0","2023","A","",37,2697,330620732,0,0,2358,122592,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",10,37.0,23,0.9,14747382,4.7,0,0.0,0,0.0,87,3.8,4479,3.8
"US000","1","3231","16","0","2023","A","",37,2697,330620732,0,0,2358,122592,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",10,37.0,23,0.9,14747382,4.7,0,0.0,0,0.0,87,3.8,4479,3.8
"US000","1","32311","17","0","2023","A","",37,2697,330620732,0,0,2358,122592,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",10,37.0,23,0.9,14747382,4.7,0,0.0,0,0.0,87,3.8,4479,3.8
"US000","1","323111","18","0","2023","A","",13,1167,149397187,0,0,2463,128064,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",6,85.7,-6,-0.5,2205677,1.5,0,0.0,0,0.0,51,2.1,2626,2.1
"US000","1","323117","18","0","2023","A","",24,1530,181223545,0,0,2277,118421,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,20.0,29,1.9,12541705,7.4,0,0.0,0,0.0,116,5.4,6035,5.4
"US000","1","332","15","0","2023","A","",5,3938,389516892,0,0,1902,98912,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-242,-5.8,46881404,13.7,0,0.0,0,0.0,326,20.7,16945,20.7
"US000","1","3321","16","0","2023","A","",1,337,48344620,0,0,2755,143279,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,2,0.6,3137285,6.9,0,0.0,0,0.0,161,6.2,8365,6.2
"US000","1","33211","17","0","2023","A","",1,337,48344620,0,0,2755,143279,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,2,0.6,3137285,6.9,0,0.0,0,0.0,161,6.2,8365,6.2
"US000","1","332119","18","0","2023","A","",1,337,48344620,0,0,2755,143279,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,2,0.6,3137285,6.9,0,0.0,0,0.0,161,6.2,8365,6.2
"US000","1","3329","16","0","2023","A","",4,3601,341172272,0,0,1822,94755,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-244,-6.3,43744119,14.7,0,0.0,0,0.0,334,22.4,17402,22.5
"US000","1","33299","17","0","2023","A","",4,3601,341172272,0,0,1822,94755,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-244,-6.3,43744119,14.7,0,0.0,0,0.0,334,22.4,17402,22.5
"US000","1","332993","18","0","2023","A","",1,1601,123068467,0,0,1479,76894,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-33,-2.0,12646097,11.5,0,0.0,0,0.0,179,13.8,9313,13.8
"US000","1","332994","18","0","2023","A","",3,2000,218103805,0,0,2097,109047,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-211,-9.5,31098022,16.6,0,0.0,0,0.0,471,29.0,24474,28.9
"US000","1","336","15","0","2023","A","",14,40946,3983861713,0,0,1871,97295,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-6.7,-187,-0.5,206485170,5.5,0,0.0,0,0.0,105,5.9,5461,5.9
"US000","1","3364","16","0","2023","A","",1,2608,206919586,0,0,1526,79353,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-157,-5.7,-2777681,-1.3,0,0.0,0,0.0,68,4.7,3515,4.6
"US000","1","33641","17","0","2023","A","",1,2608,206919586,0,0,1526,79353,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-157,-5.7,-2777681,-1.3,0,0.0,0,0.0,68,4.7,3515,4.6
"US000","1","336411","18","0","2023","A","",1,2608,206919586,0,0,1526,79353,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-157,-5.7,-2777681,-1.3,0,0.0,0,0.0,68,4.7,3515,4.6
"US000","1","3366","16","0","2023","A","",13,38339,3776942127,0,0,1895,98515,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-7.1,-29,-0.1,209262851,5.9,0,0.0,0,0.0,107,6.0,5528,5.9
"US000","1","33661","17","0","2023","A","",13,38339,3776942127,0,0,1895,98515,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-7.1,-29,-0.1,209262851,5.9,0,0.0,0,0.0,107,6.0,5528,5.9
"US000","1","336611","18","0","2023","A","",13,38339,3776942127,0,0,1895,98515,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-7.1,-29,-0.1,209262851,5.9,0,0.0,0,0.0,107,6.0,5528,5.9
"US000","1","339","15","0","2023","A","",18,820,77282852,0,0,1813,94276,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,20.0,15,1.9,5391256,7.5,0,0.0,0,0.0,96,5.6,4970,5.6
"US000","1","3399","16","0","2023","A","",18,820,77282852,0,0,1813,94276,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,20.0,15,1.9,5391256,7.5,0,0.0,0,0.0,96,5.6,4970,5.6
"US000","1","33991","17","0","2023","A","",18,820,77282852,0,0,1813,94276,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,20.0,15,1.9,5391256,7.5,0,0.0,0,0.0,96,5.6,4970,5.6
"US000","1","339910","18","0","2023","A","",18,820,77282852,0,0,1813,94276,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,20.0,15,1.9,5391256,7.5,0,0.0,0,0.0,96,5.6,4970,5.6
"US000","1","44-45","14","0","2023","A","",713,40355,1552290008,0,0,740,38466,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-645,-1.6,33657464,2.2,0,0.0,0,0.0,28,3.9,1426,3.8
"US000","1","441","15","0","2023","A","",40,121,4473708,0,0,712,36998,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,11,10.0,784662,21.3,0,0.0,0,0.0,69,10.7,3588,10.7
"US000","1","4413","16","0","2023","A","",40,121,4473708,0,0,712,36998,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,11,10.0,784662,21.3,0,0.0,0,0.0,69,10.7,3588,10.7
"US000","1","44133","17","0","2023","A","",40,121,4473708,0,0,712,36998,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,11,10.0,784662,21.3,0,0.0,0,0.0,69,10.7,3588,10.7
"US000","1","441330","18","0","2023","A","",40,121,4473708,0,0,712,36998,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,11,10.0,784662,21.3,0,0.0,0,0.0,69,10.7,3588,10.7
"US000","1","444","15","0","2023","A","",1,78,3103042,0,0,765,39783,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-1.3,474241,18.0,0,0.0,0,0.0,128,20.1,6647,20.1
"US000","1","4442","16","0","2023","A","",1,78,3103042,0,0,765,39783,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-1.3,474241,18.0,0,0.0,0,0.0,128,20.1,6647,20.1
"US000","1","44424","17","0","2023","A","",1,78,3103042,0,0,765,39783,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-1.3,474241,18.0,0,0.0,0,0.0,128,20.1,6647,20.1
"US000","1","444240","18","0","2023","A","",1,78,3103042,0,0,765,39783,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-1.3,474241,18.0,0,0.0,0,0.0,128,20.1,6647,20.1
"US000","1","445","15","0","2023","A","",204,10037,500540716,0,0,959,49871,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-0.5,16,0.2,24474292,5.1,0,0.0,0,0.0,45,4.9,2364,5.0
"US000","1","4451","16","0","2023","A","",204,10037,500540716,0,0,959,49871,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-0.5,16,0.2,24474292,5.1,0,0.0,0,0.0,45,4.9,2364,5.0
"US000","1","44511","17","0","2023","A","",176,9444,479443244,0,0,976,50768,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,34,0.4,24572187,5.4,0,0.0,0,0.0,46,4.9,2429,5.0
"US000","1","445110","18","0","2023","A","",176,9444,479443244,0,0,976,50768,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,34,0.4,24572187,5.4,0,0.0,0,0.0,46,4.9,2429,5.0
"US000","1","44513","17","0","2023","A","",29,593,21097472,0,0,684,35583,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-18,-2.9,-97895,-0.5,0,0.0,0,0.0,17,2.5,893,2.6
"US000","1","445131","18","0","2023","A","",26,591,21017858,0,0,684,35583,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-9,-1.5,192992,0.9,0,0.0,0,0.0,16,2.4,846,2.4
"US000","1","445132","18","0","2023","A","",3,2,79614,0,0,680,35384,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-10,-83.3,-290887,-78.5,0,0.0,0,0.0,60,9.7,3167,9.8
"US000","1","449","15","0","2023","A","",64,1673,28697978,0,0,330,17152,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.5,22,1.3,1181052,4.3,0,0.0,0,0.0,10,3.1,489,2.9
"US000","1","4491","16","0","2023","A","",56,214,6891549,0,0,621,32266,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.8,-3,-1.4,370821,5.7,0,0.0,0,0.0,43,7.4,2217,7.4
"US000","1","44911","17","0","2023","A","",1,26,701378,0,0,520,27063,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-10.3,-5171,-0.7,0,0.0,0,0.0,58,12.6,3044,12.7
"US000","1","449110","18","0","2023","A","",1,26,701378,0,0,520,27063,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-3,-10.3,-5171,-0.7,0,0.0,0,0.0,58,12.6,3044,12.7
"US000","1","44912","17","0","2023","A","",55,188,6190171,0,0,634,32985,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.8,0,0.0,375992,6.5,0,0.0,0,0.0,38,6.4,1990,6.4
"US000","1","449129","18","0","2023","A","",55,188,6190171,0,0,634,32985,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.8,0,0.0,375992,6.5,0,0.0,0,0.0,38,6.4,1990,6.4
"US000","1","4492","16","0","2023","A","",8,1460,21806429,0,0,287,14940,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,26,1.8,810231,3.9,0,0.0,0,0.0,5,1.8,302,2.1
"US000","1","44921","17","0","2023","A","",8,1460,21806429,0,0,287,14940,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,26,1.8,810231,3.9,0,0.0,0,0.0,5,1.8,302,2.1
"US000","1","449210","18","0","2023","A","",8,1460,21806429,0,0,287,14940,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,26,1.8,810231,3.9,0,0.0,0,0.0,5,1.8,302,2.1
"US000","1","455","15","0","2023","A","",283,25906,939879159,0,0,698,36280,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,1.1,-884,-3.3,-4257941,-0.5,0,0.0,0,0.0,20,2.9,1038,2.9
"US000","1","4551","16","0","2023","A","",210,17237,625296134,0,0,698,36276,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,1.9,-793,-4.4,-9458055,-1.5,0,0.0,0,0.0,21,3.1,1071,3.0
"US000","1","45511","17","0","2023","A","",210,17237,625296134,0,0,698,36276,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,1.9,-793,-4.4,-9458055,-1.5,0,0.0,0,0.0,21,3.1,1071,3.0
"US000","1","455110","18","0","2023","A","",210,17237,625296134,0,0,698,36276,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,1.9,-793,-4.4,-9458055,-1.5,0,0.0,0,0.0,21,3.1,1071,3.0
"US000","1","4552","16","0","2023","A","",74,8669,314583025,0,0,698,36289,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.3,-91,-1.0,5200114,1.7,0,0.0,0,0.0,19,2.8,972,2.8
"US000","1","45521","17","0","2023","A","",74,8669,314583025,0,0,698,36289,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.3,-91,-1.0,5200114,1.7,0,0.0,0,0.0,19,2.8,972,2.8
"US000","1","455211","18","0","2023","A","",30,5093,240536184,0,0,908,47228,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-29,-0.6,2405890,1.0,0,0.0,0,0.0,14,1.6,734,1.6
"US000","1","455219","18","0","2023","A","",44,3576,74046841,0,0,398,20709,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-62,-1.7,2794224,3.9,0,0.0,0,0.0,21,5.6,1125,5.7
"US000","1","457","15","0","2023","A","",51,1362,55613612,0,0,785,40820,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.9,148,12.2,9286559,20.0,0,0.0,0,0.0,51,6.9,2651,6.9
"US000","1","4571","16","0","2023","A","",51,1362,55613612,0,0,785,40820,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.9,148,12.2,9286559,20.0,0,0.0,0,0.0,51,6.9,2651,6.9
"US000","1","45711","17","0","2023","A","",48,1334,54649493,0,0,788,40979,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-2.0,158,13.4,9575801,21.2,0,0.0,0,0.0,51,6.9,2656,6.9
"US000","1","457110","18","0","2023","A","",48,1334,54649493,0,0,788,40979,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-2.0,158,13.4,9575801,21.2,0,0.0,0,0.0,51,6.9,2656,6.9
