area_fips,own_code,naics_code,agglvl_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,annual_avg_wkly_wage,avg_annual_pay
US000,5,1013,13,2023,392201,12868061,1062577261693,1588,82575
US000,5,1013,13,2024,397198,12733350,1088206736853,1643,85461
US000,5,1013,13,2025,401450,12577655,1125583648514,1721,89491
US000,5,102,12,2016,8161795,99648903,5153871698607,995,51720
US000,5,102,12,2017,8268334,101175455,5415883997587,1029,53530
US000,5,102,12,2018,8411479,102740848,5688686097856,1065,55369
US000,5,102,12,2019,8607085,104192857,5984409078209,1105,57436
US000,5,102,12,2020,8839362,96871795,6096221676085,1210,62931
US000,5,102,12,2021,9227055,101233184,6779543489144,1288,66970
US000,5,102,12,2022,9787801,106429576,7353525933770,1329,69093
US000,5,102,12,2023,10096104,108635181,7727588638749,1368,71133
US000,5,102,12,2024,10270045,109860379,8172821503695,1431,74393
US000,5,102,12,2025,10438995,110493174,8567932793277,1491,77543
US000,5,1021,13,2016,1916645,27002877,1208750379053,861,44764
US000,5,1021,13,2017,1915357,27252395,1257726910313,888,46151
US000,5,1021,13,2018,1929922,27406633,1304740758747,916,47607
US000,5,1021,13,2019,1940003,27527288,1357043985576,948,49298
US000,5,1021,13,2020,1948303,26469950,1386553492855,1007,52382
US000,5,1021,13,2021,1979710,27545755,1535067999822,1072,55728
US000,5,1021,13,2022,2026541,28427929,1650197896338,1116,58048
US000,5,1021,13,2023,2057390,28649115,1726687943956,1159,60270
US000,5,1021,13,2024,2052469,28737666,1793527255501,1200,62410
US000,5,1021,13,2025,2041755,28645643,1848338148480,1241,64524
US000,5,1022,13,2016,156901,2796947,275382640328,1893,98458
US000,5,1022,13,2017,162702,2793429,295327273070,2033,105722
US000,5,1022,13,2018,173172,2815363,320335220573,2188,113781
US000,5,1022,13,2019,184702,2849185,340776004745,2300,119605
US000,5,1022,13,2020,198794,2709771,369407627013,2622,136324
US000,5,1022,13,2021,226014,2838427,433287358427,2936,152651
US000,5,1022,13,2022,262810,3049543,442834983635,2793,145214
US000,5,1022,13,2023,285915,2978572,461383466472,2979,154901
US000,5,1022,13,2024,294664,2904986,506769522547,3355,174448
US000,5,1022,13,2025,299045,2848554,543760823614,3671,190890
US000,5,1023,13,2016,857199,7953761,706622123095,1708,88841
US000,5,1023,13,2017,870626,8088405,751596489762,1787,92923
US000,5,1023,13,2018,894243,8187308,782391087384,1838,95561
US000,5,1023,13,2019,914041,8319844,819638137581,1895,98516
US000,5,1023,13,2020,943764,8206299,875597538466,2052,106698
US000,5,1023,13,2021,985995,8369185,964445823951,2216,115238
US000,5,1023,13,2022,1034057,8603064,1004721035132,2246,116786
US000,5,1023,13,2023,1063460,8681602,1032174793275,2286,118892
US000,5,1023,13,2024,1073952,8696356,1085329099664,2400,124803
US000,5,1023,13,2025,1081474,8724138,1159647568399,2556,132924
US000,5,1024,13,2016,1754985,20024917,1401589178112,1346,69992
US000,5,1024,13,2017,1781913,20339284,1475109762216,1395,72525
US000,5,1024,13,2018,1845451,20872036,1568924986295,1446,75169
US000,5,1024,13,2019,1903977,21233982,1664418639436,1507,78385
US000,5,1024,13,2020,1976354,20324620,1717681920149,1625,84512
US000,5,1024,13,2021,2119409,21300970,1918454172047,1732,90064
US000,5,1024,13,2022,2313879,22579865,2116657845652,1803,93741
US000,5,1024,13,2023,2449070,22631281,2202127768138,1871,97305
US000,5,1024,13,2024,2518618,22518410,2331042069624,1991,103517
US000,5,1024,13,2025,2564079,22368382,2426866810758,2086,108495
US000,5,1025,13,2016,1593362,21654265,1040661689602,924,48058
US000,5,1025,13,2017,1649613,22146912,1089645193030,946,49201
US000,5,1025,13,2018,1704855,22632823,1141683146339,970,50444
US000,5,1025,13,2019,1767302,23121291,1200033508398,998,51902
US000,5,1025,13,2020,1880394,22277974,1232759776451,1064,55335
US000,5,1025,13,2021,1936683,22699817,1319281822030,1118,58119
US000,5,1025,13,2022,2003259,23350377,1422871666179,1172,60936
US000,5,1025,13,2023,2059854,24399662,1529772716578,1206,62696
US000,5,1025,13,2024,2192234,25422220,1641052170227,1241,64552
US000,5,1025,13,2025,2297998,26226306,1742542793206,1278,66443
US000,5,1026,13,2016,819706,15556625,349163183560,432,22445
US000,5,1026,13,2017,839230,15900633,368698249185,446,23188
US000,5,1026,13,2018,861328,16196857,390127779840,463,24087
US000,5,1026,13,2019,881000,16457253,412763448934,482,25081
US000,5,1026,13,2020,888618,12800577,331198609866,498,25874
US000,5,1026,13,2021,904000,14135511,403437863830,549,28541
US000,5,1026,13,2022,934736,15718808,480361227010,588,30560
US000,5,1026,13,2023,961967,16452538,522610493997,611,31765
US000,5,1026,13,2024,978546,16698128,552020186939,636,33059
US000,5,1026,13,2025,994367,16779460,573447745242,657,34176
US000,5,1027,13,2016,832433,4387613,157608053748,691,35921
US000,5,1027,13,2017,839795,4434678,165500772099,718,37320
US000,5,1027,13,2018,856106,4501913,173162878425,740,38464
US000,5,1027,13,2019,860843,4553161,181771040307,768,39922
US000,5,1027,13,2020,823449,3944955,173908839428,848,44084
US000,5,1027,13,2021,840520,4149858,191400406150,887,46122
US000,5,1027,13,2022,866431,4404912,213852819784,934,48549
US000,5,1027,13,2023,880599,4566828,231546028578,975,50702
US000,5,1027,13,2024,884352,4666503,246030007992,1014,52723
US000,5,1027,13,2025,889718,4672278,254320725277,1047,54432
US000,5,1029,13,2016,230565,271898,14094451109,997,51837
US000,5,1029,13,2017,209099,219719,12279347912,1075,55887
US000,5,1029,13,2018,146403,127916,7320240253,1101,57227
US000,5,1029,13,2019,155219,130853,7964313232,1170,60864
US000,5,1029,13,2020,179687,137650,9113871857,1273,66211
US000,5,1029,13,2021,234725,193660,14168042887,1407,73159
US000,5,1029,13,2022,346089,295078,22028460040,1436,74653
US000,5,1029,13,2023,337850,275585,21285427755,1485,77237
US000,5,1029,13,2024,275209,216110,17051191201,1517,78901
US000,5,1029,13,2025,270560,228413,19008178301,1600,83218
US000,5,11,14,2016,103430,1259490,41924245823,640,33287
US000,5,11,14,2017,104445,1261312,43470310650,663,34464
US000,5,11,14,2018,105981,1263676,45291919574,689,35841
US000,5,11,14,2019,106998,1263160,47004491939,716,37212
US000,5,11,14,2020,108759,1241147,49369301420,765,39777
US000,5,11,14,2021,110385,1247970,52090632574,803,41740
US000,5,11,14,2022,112364,1258501,54820502246,838,43560
US000,5,11,14,2023,114190,1252192,56879671141,874,45424
US000,5,11,14,2024,114429,1254363,58882627719,903,46942
US000,5,11,14,2025,114606,1230725,60085602887,939,48821
US000,5,111,15,2016,47149,560049,17690266933,607,31587
US000,5,111,15,2017,47420,554994,18200267932,631,32794
US000,5,111,15,2018,47936,549393,18720827188,655,34076
US000,5,111,15,2019,48368,546211,19373763557,682,35469
US000,5,111,15,2020,49276,540544,20583346192,732,38079
US000,5,111,15,2021,50096,545511,21883615613,771,40116
US000,5,111,15,2022,50940,547292,22833874394,802,41722
US000,5,111,15,2023,51637,542442,23632863737,838,43568
US000,5,111,15,2024,51680,542058,24288372586,862,44808
US000,5,111,15,2025,51590,528538,24453308881,890,46266
US000,5,1111,16,2016,12398,55479,2087901170,724,37634
US000,5,1111,16,2017,12521,55103,2132425169,744,38699
US000,5,1111,16,2018,12718,54955,2184796974,765,39756
US000,5,1111,16,2019,12888,54680,2212879235,778,40470
US000,5,1111,16,2020,13119,55096,2317861785,809,42069
US000,5,1111,16,2021,13343,54380,2381444068,842,43792
US000,5,1111,16,2022,13735,55019,2569449554,898,46701
US000,5,1111,16,2023,14230,57203,2820459152,948,49307
US000,5,1111,16,2024,14586,57884,2897168426,963,50052
US000,5,1111,16,2025,14867,56765,2929542048,992,51608
US000,5,11111,17,2016,999,4850,163868363,650,33788
US000,5,11111,17,2017,1034,4839,171606884,682,35463
US000,5,11111,17,2018,1071,4861,178092658,705,36640
US000,5,11111,17,2019,1119,5003,190344750,732,38046
US000,5,11111,17,2020,1159,5020,204713578,784,40782
US000,5,11111,17,2021,1211,5011,207076048,795,41326
US000,5,11111,17,2022,1315,5180,230918956,857,44583
US000,5,11111,17,2023,1423,5462,265377075,934,48586
US000,5,11111,17,2024,1464,5523,268063125,933,48538
US000,5,11111,17,2025,1506,5482,276862984,971,50509
US000,5,111110,18,2016,999,4850,163868363,650,33788
US000,5,111110,18,2017,1034,4839,171606884,682,35463
US000,5,111110,18,2018,1071,4861,178092658,705,36640
US000,5,111110,18,2019,1119,5003,190344750,732,38046
US000,5,111110,18,2020,1159,5020,204713578,784,40782
US000,5,111110,18,2021,1211,5011,207076048,795,41326
US000,5,111110,18,2022,1315,5180,230918956,857,44583
US000,5,111110,18,2023,1423,5462,265377075,934,48586
US000,5,111110,18,2024,1464,5523,268063125,933,48538
US000,5,111110,18,2025,1506,5482,276862984,971,50509
US000,5,11112,17,2016,40,197,7607674,743,38634
US000,5,11112,17,2017,40,183,8082342,850,44206
US000,5,11112,17,2018,43,205,9224952,866,45018
US000,5,11112,17,2019,55,244,11664027,919,47787
US000,5,11112,17,2020,67,284,12945931,875,45517
US000,5,11112,17,2021,67,255,12166012,917,47679
US000,5,11112,17,2022,66,251,12707436,975,50678
US000,5,11112,17,2023,65,243,15539972,1230,63972
US000,5,11112,17,2024,64,240,14691291,1178,61256
US000,5,11112,17,2025,68,255,18126125,1368,71153
US000,5,111120,18,2016,40,197,7607674,743,38634
US000,5,111120,18,2017,40,183,8082342,850,44206
US000,5,111120,18,2018,43,205,9224952,866,45018
US000,5,111120,18,2019,55,244,11664027,919,47787
US000,5,111120,18,2020,67,284,12945931,875,45517
US000,5,111120,18,2021,67,255,12166012,917,47679
US000,5,111120,18,2022,66,251,12707436,975,50678
US000,5,111120,18,2023,65,243,15539972,1230,63972
US000,5,111120,18,2024,64,240,14691291,1178,61256
US000,5,111120,18,2025,68,255,18126125,1368,71153
US000,5,11113,17,2016,95,866,31430246,698,36304
US000,5,11113,17,2017,90,880,33783332,738,38376
US000,5,11113,17,2018,96,853,33928975,765,39757
US000,5,11113,17,2019,94,791,31519403,767,39864
US000,5,11113,17,2020,93,575,24399894,816,42422
US000,5,11113,17,2021,97,518,21501302,799,41548
US000,5,11113,17,2022,98,438,19904505,873,45401
US000,5,11113,17,2023,98,428,20510640,923,47978
US000,5,11113,17,2024,95,357,17668488,951,49445
US000,5,11113,17,2025,90,300,15491828,995,51726
US000,5,111130,18,2016,95,866,31430246,698,36304
US000,5,111130,18,2017,90,880,33783332,738,38376
US000,5,111130,18,2018,96,853,33928975,765,39757
US000,5,111130,18,2019,94,791,31519403,767,39864
US000,5,111130,18,2020,93,575,24399894,816,42422
US000,5,111130,18,2021,97,518,21501302,799,41548
US000,5,111130,18,2022,98,438,19904505,873,45401
US000,5,111130,18,2023,98,428,20510640,923,47978
US000,5,111130,18,2024,95,357,17668488,951,49445
US000,5,111130,18,2025,90,300,15491828,995,51726
US000,5,11114,17,2016,2121,6341,216897537,658,34206
US000,5,11114,17,2017,2076,6033,213438420,680,35379
US000,5,11114,17,2018,2044,5849,215486560,709,36844
US000,5,11114,17,2019,2016,5756,214523490,717,37272
US000,5,11114,17,2020,2014,5891,227164382,742,38563
US000,5,11114,17,2021,1991,5754,233368919,780,40556
US000,5,11114,17,2022,1991,5748,240013211,803,41754
US000,5,11114,17,2023,1990,5901,262477218,855,44482
US000,5,11114,17,2024,2023,5755,268693237,898,46688
US000,5,11114,17,2025,2005,5482,260098517,912,47445
US000,5,111140,18,2016,2121,6341,216897537,658,34206
US000,5,111140,18,2017,2076,6033,213438420,680,35379
US000,5,111140,18,2018,2044,5849,215486560,709,36844
US000,5,111140,18,2019,2016,5756,214523490,717,37272
US000,5,111140,18,2020,2014,5891,227164382,742,38563
US000,5,111140,18,2021,1991,5754,233368919,780,40556
US000,5,111140,18,2022,1991,5748,240013211,803,41754
US000,5,111140,18,2023,1990,5901,262477218,855,44482
US000,5,111140,18,2024,2023,5755,268693237,898,46688
US000,5,111140,18,2025,2005,5482,260098517,912,47445
US000,5,11115,17,2016,3206,17808,720744676,778,40473
US000,5,11115,17,2017,3267,18117,755229245,802,41685
US000,5,11115,17,2018,3369,18176,772524925,817,42501
US000,5,11115,17,2019,3434,17901,767428710,824,42870
US000,5,11115,17,2020,3517,18136,806174942,855,44451
US000,5,11115,17,2021,3614,18037,838198055,894,46472
US000,5,11115,17,2022,3787,18346,914767885,959,49863
US000,5,11115,17,2023,3981,19004,997305711,1009,52478
US000,5,11115,17,2024,4131,19442,1025167125,1014,52729
US000,5,11115,17,2025,4250,19414,1047679861,1038,53966
US000,5,111150,18,2016,3206,17808,720744676,778,40473
US000,5,111150,18,2017,3267,18117,755229245,802,41685
US000,5,111150,18,2018,3369,18176,772524925,817,42501
US000,5,111150,18,2019,3434,17901,767428710,824,42870
US000,5,111150,18,2020,3517,18136,806174942,855,44451
US000,5,111150,18,2021,3614,18037,838198055,894,46472
US000,5,111150,18,2022,3787,18346,914767885,959,49863
US000,5,111150,18,2023,3981,19004,997305711,1009,52478
US000,5,111150,18,2024,4131,19442,1025167125,1014,52729
US000,5,111150,18,2025,4250,19414,1047679861,1038,53966
US000,5,11116,17,2016,893,3487,135320908,746,38803
US000,5,11116,17,2017,863,3291,129832212,759,39453
US000,5,11116,17,2018,861,3372,144476309,824,42844
US000,5,11116,17,2019,864,3339,146858979,846,43984
US000,5,11116,17,2020,853,3342,153851034,885,46041
US000,5,11116,17,2021,848,3165,153450711,932,48487
US000,5,11116,17,2022,817,3080,157831303,985,51237
US000,5,11116,17,2023,815,3146,168644491,1031,53602
US000,5,11116,17,2024,797,3098,168547596,1046,54411
US000,5,11116,17,2025,786,2914,162432668,1072,55741
US000,5,111160,18,2016,893,3487,135320908,746,38803
US000,5,111160,18,2017,863,3291,129832212,759,39453
US000,5,111160,18,2018,861,3372,144476309,824,42844
US000,5,111160,18,2019,864,3339,146858979,846,43984
US000,5,111160,18,2020,853,3342,153851034,885,46041
US000,5,111160,18,2021,848,3165,153450711,932,48487
US000,5,111160,18,2022,817,3080,157831303,985,51237
US000,5,111160,18,2023,815,3146,168644491,1031,53602
US000,5,111160,18,2024,797,3098,168547596,1046,54411
US000,5,111160,18,2025,786,2914,162432668,1072,55741
US000,5,11119,17,2016,5045,21930,812031766,712,37028
US000,5,11119,17,2017,5153,21759,820452734,725,37706
US000,5,11119,17,2018,5236,21639,831062595,739,38406
US000,5,11119,17,2019,5308,21647,850539876,756,39292
US000,5,11119,17,2020,5416,21849,888612024,782,40672
US000,5,11119,17,2021,5516,21641,915683021,814,42312
US000,5,11119,17,2022,5663,21976,993306258,869,45200
US000,5,11119,17,2023,5858,23019,1090604045,911,47379
US000,5,11119,17,2024,6012,23469,1134337564,930,48334
US000,5,11119,17,2025,6160,22919,1148850065,964,50126
US000,5,111191,18,2016,4006,17659,653614687,712,37013
US000,5,111191,18,2017,4060,17286,648800435,722,37533
US000,5,111191,18,2018,4118,17194,656928129,735,38207
US000,5,111191,18,2019,4153,17193,673966224,754,39200
US000,5,111191,18,2020,4184,17304,702057618,780,40572
US000,5,111191,18,2021,4225,17014,717850018,811,42191
US000,5,111191,18,2022,4300,17054,768805814,867,45082
US000,5,111191,18,2023,4435,17602,839055959,917,47668
US000,5,111191,18,2024,4519,17749,864131600,936,48687
US000,5,111191,18,2025,4593,17428,879605297,971,50470
US000,5,111199,18,2016,1039,4271,158417079,713,37090
US000,5,111199,18,2017,1093,4474,171652299,738,38371
US000,5,111199,18,2018,1119,4445,174134466,753,39176
US000,5,111199,18,2019,1155,4453,176573652,762,39649
US000,5,111199,18,2020,1232,4545,186554406,789,41050
US000,5,111199,18,2021,1291,4627,197833003,822,42759
US000,5,111199,18,2022,1363,4922,224500444,877,45611
US000,5,111199,18,2023,1423,5416,251548086,893,46442
US000,5,111199,18,2024,1494,5720,270205964,908,47240
US000,5,111199,18,2025,1567,5491,269244768,943,49032
US000,5,1112,16,2016,4825,97803,3199879200,629,32718
US000,5,1112,16,2017,4826,95022,3243737289,656,34137
US000,5,1112,16,2018,4892,92576,3260104900,677,35215
US000,5,1112,16,2019,4932,89547,3312382103,711,36990
US000,5,1112,16,2020,5068,87458,3524106107,775,40295
US000,5,1112,16,2021,5176,84214,3525408483,805,41863
US000,5,1112,16,2022,5277,82690,3650416509,849,44146
US000,5,1112,16,2023,5371,81288,3757324033,889,46223
US000,5,1112,16,2024,5432,81163,3878800849,919,47790
US000,5,1112,16,2025,5434,80235,3928478617,942,48962
US000,5,11121,17,2016,4825,97803,3199879200,629,32718
US000,5,11121,17,2017,4826,95022,3243737289,656,34137
US000,5,11121,17,2018,4892,92576,3260104900,677,35215
US000,5,11121,17,2019,4932,89547,3312382103,711,36990
US000,5,11121,17,2020,5068,87458,3524106107,775,40295
US000,5,11121,17,2021,5176,84214,3525408483,805,41863
US000,5,11121,17,2022,5277,82690,3650416509,849,44146
US000,5,11121,17,2023,5371,81288,3757324033,889,46223
US000,5,11121,17,2024,5432,81163,3878800849,919,47790
US000,5,11121,17,2025,5434,80235,3928478617,942,48962
US000,5,111211,18,2016,1072,16529,571655984,665,34585
US000,5,111211,18,2017,1061,16444,588392943,688,35782
US000,5,111211,18,2018,1056,17127,627929020,705,36664
US000,5,111211,18,2019,1034,16729,622938858,716,37238
US000,5,111211,18,2020,1041,16709,679905564,783,40692
US000,5,111211,18,2021,1038,15962,678348317,817,42499
US000,5,111211,18,2022,1040,15990,734735649,884,45948
US000,5,111211,18,2023,1047,15451,772405932,961,49989
US000,5,111211,18,2024,1052,15630,802665090,988,51356
US000,5,111211,18,2025,1032,15143,803297967,1020,53048
US000,5,111219,18,2016,3753,81274,2628223216,622,32338
US000,5,111219,18,2017,3765,78578,2655344346,650,33792
US000,5,111219,18,2018,3836,75450,2632175880,671,34887
US000,5,111219,18,2019,3898,72818,2689443245,710,36934
US000,5,111219,18,2020,4028,70749,2844200543,773,40201
US000,5,111219,18,2021,4139,68252,2847060166,802,41714
US000,5,111219,18,2022,4236,66700,2915680860,841,43713
US000,5,111219,18,2023,4324,65836,2984918101,872,45339
US000,5,111219,18,2024,4380,65534,3076135759,903,46940
US000,5,111219,18,2025,4402,65092,3125180650,923,48012
US000,5,1113,16,2016,11276,192680,5494712863,548,28517
US000,5,1113,16,2017,11125,189000,5598142834,570,29620
US000,5,1113,16,2018,11117,183835,5652970237,591,30750
US000,5,1113,16,2019,10970,175979,5619774792,614,31934
US000,5,1113,16,2020,10825,169389,5804980817,659,34270
US000,5,1113,16,2021,10695,163895,5839069590,685,35627
US000,5,1113,16,2022,10478,162395,5935620744,703,36550
US000,5,1113,16,2023,10268,162222,6184064520,733,38121
US000,5,1113,16,2024,10000,162206,6324107313,750,38988
US000,5,1113,16,2025,9883,156815,6361196867,780,40565
US000,5,11131,17,2016,497,4961,184412108,715,37170
US000,5,11131,17,2017,484,4666,178639360,736,38282
US000,5,11131,17,2018,471,4433,178121913,773,40185
US000,5,11131,17,2019,451,4329,179810392,799,41539
US000,5,11131,17,2020,428,4078,177642288,838,43566
US000,5,11131,17,2021,408,3739,170399539,876,45568
US000,5,11131,17,2022,374,3501,173156756,951,49466
US000,5,11131,17,2023,354,3065,157461541,988,51370
US000,5,11131,17,2024,338,2950,167261175,1090,56691
US000,5,11131,17,2025,318,2738,154217402,1083,56315
US000,5,111310,18,2016,497,4961,184412108,715,37170
US000,5,111310,18,2017,484,4666,178639360,736,38282
US000,5,111310,18,2018,471,4433,178121913,773,40185
US000,5,111310,18,2019,451,4329,179810392,799,41539
US000,5,111310,18,2020,428,4078,177642288,838,43566
US000,5,111310,18,2021,408,3739,170399539,876,45568
US000,5,111310,18,2022,374,3501,173156756,951,49466
US000,5,111310,18,2023,354,3065,157461541,988,51370
US000,5,111310,18,2024,338,2950,167261175,1090,56691
US000,5,111310,18,2025,318,2738,154217402,1083,56315
US000,5,11132,17,2016,332,2962,85728944,557,28943
US000,5,11132,17,2017,317,2584,78261446,583,30291
US000,5,11132,17,2018,312,2315,74429371,618,32156
US000,5,11132,17,2019,312,2197,81400568,712,37048
US000,5,11132,17,2020,306,2105,85089626,777,40423
US000,5,11132,17,2021,303,2153,85472847,764,39709
US000,5,11132,17,2022,288,2111,89504110,815,42396
US000,5,11132,17,2023,279,1828,72758141,766,39807
US000,5,11132,17,2024,263,2290,95081592,798,41514
US000,5,11132,17,2025,254,2006,91435269,877,45587
US000,5,111320,18,2016,332,2962,85728944,557,28943
US000,5,111320,18,2017,317,2584,78261446,583,30291
US000,5,111320,18,2018,312,2315,74429371,618,32156
US000,5,111320,18,2019,312,2197,81400568,712,37048
US000,5,111320,18,2020,306,2105,85089626,777,40423
US000,5,111320,18,2021,303,2153,85472847,764,39709
US000,5,111320,18,2022,288,2111,89504110,815,42396
US000,5,111320,18,2023,279,1828,72758141,766,39807
US000,5,111320,18,2024,263,2290,95081592,798,41514
US000,5,111320,18,2025,254,2006,91435269,877,45587
US000,5,11133,17,2016,10447,184757,5224571811,544,28278
US000,5,11133,17,2017,10324,181750,5341242028,565,29388
US000,5,11133,17,2018,10333,177088,5400418953,586,30496
US000,5,11133,17,2019,10208,169454,5358563832,608,31623
US000,5,11133,17,2020,10092,163207,5542248903,653,33958
US000,5,11133,17,2021,9983,158003,5583197204,680,35336
US000,5,11133,17,2022,9816,156784,5672959878,696,36183
US000,5,11133,17,2023,9635,157329,5953844838,728,37843
US000,5,11133,17,2024,9399,156966,6061764546,743,38618
US000,5,11133,17,2025,9311,152071,6115544196,773,40215
US000,5,111331,18,2016,1760,39508,961815584,468,24345
US000,5,111331,18,2017,1732,38644,1003816505,500,25976
US000,5,111331,18,2018,1705,37594,1006103866,515,26763
US000,5,111331,18,2019,1671,35483,984587868,534,27748
US000,5,111331,18,2020,1620,32768,958924812,563,29264
US000,5,111331,18,2021,1588,30669,918995776,576,29965
US000,5,111331,18,2022,1565,30050,917328666,587,30527
US000,5,111331,18,2023,1504,31129,1018170185,629,32708
US000,5,111331,18,2024,1483,32041,1056044651,634,32959
US000,5,111331,18,2025,1461,31695,1076012878,653,33949
US000,5,111332,18,2016,2064,29648,935684323,607,31559
US000,5,111332,18,2017,2001,29904,974311634,627,32581
US000,5,111332,18,2018,1986,28845,998732950,666,34624
US000,5,111332,18,2019,1936,26277,953093577,698,36271
US000,5,111332,18,2020,1921,24486,946037078,743,38637
US000,5,111332,18,2021,1894,23603,927928564,756,39314
US000,5,111332,18,2022,1868,24689,992011721,773,40180
US000,5,111332,18,2023,1848,24036,1033332995,827,42991
US000,5,111332,18,2024,1787,23294,1018556150,841,43726
US000,5,111332,18,2025,1768,20960,971945511,892,46373
US000,5,111333,18,2016,475,30807,888503063,555,28841
US000,5,111333,18,2017,462,30119,889201479,568,29523
US000,5,111333,18,2018,469,28618,865014283,581,30226
US000,5,111333,18,2019,457,28037,870975087,597,31065
US000,5,111333,18,2020,448,27593,904056825,630,32764
US000,5,111333,18,2021,464,27726,952976049,661,34372
US000,5,111333,18,2022,471,28182,972459432,664,34507
US000,5,111333,18,2023,514,28516,1010167434,681,35425
US000,5,111333,18,2024,511,30133,1096855462,700,36400
US000,5,111333,18,2025,505,30139,1155936381,738,38353
US000,5,111334,18,2016,1069,22283,596839294,515,26785
US000,5,111334,18,2017,1025,21231,586230177,531,27612
US000,5,111334,18,2018,1007,20397,588668866,555,28861
US000,5,111334,18,2019,998,20068,587758385,563,29289
US000,5,111334,18,2020,1000,20664,654674792,609,31682
US000,5,111334,18,2021,984,18996,654936919,663,34479
US000,5,111334,18,2022,979,20348,721656544,682,35466
US000,5,111334,18,2023,972,20596,739321482,690,35897
US000,5,111334,18,2024,952,20411,762335480,718,37350
US000,5,111334,18,2025,928,20449,786664309,740,38469
US000,5,111335,18,2016,2132,20434,732346751,689,35840
US000,5,111335,18,2017,2206,20912,775718191,713,37095
US000,5,111335,18,2018,2282,21252,811943899,735,38206
US000,5,111335,18,2019,2307,21408,841733422,756,39318
US000,5,111335,18,2020,2296,21680,920369575,816,42452
US000,5,111335,18,2021,2288,21364,941094959,847,44050
US000,5,111335,18,2022,2248,19881,929224937,899,46740
US000,5,111335,18,2023,2195,19744,962916002,938,48769
US000,5,111335,18,2024,2132,19284,967192003,965,50156
US000,5,111335,18,2025,2140,16054,876015000,1049,54566
US000,5,111336,18,2016,392,6402,188400107,566,29429
US000,5,111336,18,2017,401,6730,205447086,587,30529
US000,5,111336,18,2018,421,8117,254685668,603,31376
US000,5,111336,18,2019,431,7755,262797192,652,33889
US000,5,111336,18,2020,454,7265,264281612,700,36377
US000,5,111336,18,2021,463,6997,267375228,735,38211
US000,5,111336,18,2022,455,6977,271892752,749,38969
US000,5,111336,18,2023,468,7211,289629188,772,40163
US000,5,111336,18,2024,450,7358,296406983,775,40285
