naics,naics_str,naics_desc,R0_2017,S0_2017,E0_2017,T0_2017,R0_2018,S0_2018,E0_2018,T0_2018,R0,S0,E0,T0
3313.0,3313,Alumina and Aluminum Production and Processing,0.0,0.005953782207068807,0.005824882986792443,0.0,0.03643427182413664,0.09373125274714847,0.11095125283141746,0.0878938555986935,0.03643427,0.08777747,0.10512637,0.08789386
3314.0,3314,Nonferrous Metal (except Aluminum) Production and Processing,0.0,0.0001843012922954513,0.0002651346538918702,0.0,0.003458059451822898,0.0010939346285019592,0.0009873058593278332,0.0010853568450197647,0.0034580594,0.00090963335,0.0007221712,0.0010853568
3315.0,3315,Foundries,0.0,0.013668226899499458,0.012718646142630179,0.0,0.02110781640194789,0.04935214702701739,0.04683229796622562,0.04339054857695274,0.021107817,0.03568392,0.034113653,0.04339055
3321.0,3321,Forging and Stamping,0.0,0.004805429021303057,0.00456370614080421,0.0,0.005334409265882768,0.01985469581264294,0.018665869311523378,0.018802217095534243,0.0053344094,0.015049267,0.014102163,0.018802216
3322.0,3322,Cutlery and Handtool Manufacturing,0.0,0.00903610116967146,0.011713685971212723,0.0,0.007035657172712889,0.030998167537748093,0.030136889412196853,0.027388744895643257,0.0070356573,0.021962067,0.018423203,0.027388744
3323.0,3323,Architectural and Structural Metals Manufacturing,0.0,0.00139397843238895,0.0012854913687034748,0.0,0.026610749275611464,0.048520208819816446,0.033896949705765206,0.04892679162600129,0.026610749,0.04712623,0.03261146,0.048926793
3324.0,3324,"Boiler, Tank, and Shipping Container Manufacturing",0.0,0.0006909648130086573,0.0008928227101584126,0.0,0.01228799723413472,0.03960190702307773,0.019914422473895306,0.04044250188106111,0.012287998,0.038910944,0.0190216,0.0404425
3325.0,3325,Hardware Manufacturing,0.0,0.005271156923278425,0.007386988812077058,0.0,0.002134026509685763,0.022435356764283217,0.02262842585278979,0.02145484368646326,0.0021340265,0.0171642,0.015241437,0.021454843
3326.0,3326,Spring and Wire Product Manufacturing,0.0,0.0008876995528382762,0.0017624171468889245,0.0,0.011904346822661734,0.020667515402303726,0.019344084347180518,0.024721038852396394,0.011904347,0.019779816,0.017581668,0.02472104
3327.0,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",0.0,0.005601413194645934,0.005173594402199127,0.0,0.010770971133329107,0.02033060376090085,0.01802945510304097,0.01836152761271515,0.010770971,0.014729191,0.01285586,0.018361527
3329.0,3329,Other Fabricated Metal Product Manufacturing,0.0,0.007518677508929819,0.007314535872514529,0.0,0.009291660846061029,0.03610977765599391,0.04802714683339388,0.032445702512633894,0.009291661,0.0285911,0.04071261,0.032445703
