area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
US000,5,11142,17,0,2016,A,,7310,123979,3888993893,1740907275,51204525,603,31368,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-93,-1.3,74,0.1,171752778,4.6,16055318,0.9,-4311534,-7.8,26,4.5,1367,4.6
US000,5,111421,18,0,2016,A,,5043,79035,2542059285,1157945606,35833664,619,32164,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-36,-0.7,-206,-0.3,112737963,4.6,19964135,1.8,-2898390,-7.5,29,4.9,1507,4.9
US000,5,111422,18,0,2016,A,,2268,44944,1346934608,582961669,15370861,576,29969,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-56,-2.4,279,0.6,59014815,4.6,-3908817,-0.7,-1413144,-8.4,21,3.8,1134,3.9
US000,5,1119,16,0,2016,A,,9912,64047,2163839205,1104131738,27941386,650,33785,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,87,0.9,-163,-0.3,61225956,2.9,40390101,3.8,-1142926,-3.9,20,3.2,1039,3.2
US000,5,11191,17,0,2016,A,,461,3203,80808713,55110931,877263,485,25228,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,4,0.9,-307,-8.7,-1917711,-2.3,-1484403,-2.6,-307912,-26.0,32,7.1,1656,7.0
US000,5,111910,18,0,2016,A,,461,3203,80808713,55110931,877263,485,25228,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,4,0.9,-307,-8.7,-1917711,-2.3,-1484403,-2.6,-307912,-26.0,32,7.1,1656,7.0
US000,5,11192,17,0,2016,A,,3083,13754,432819729,157764315,3854468,605,31468,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-82,-2.6,-562,-3.9,-2733541,-0.6,-5748374,-3.5,-335429,-8.0,20,3.4,1043,3.4
US000,5,111920,18,0,2016,A,,3083,13754,432819729,157764315,3854468,605,31468,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-82,-2.6,-562,-3.9,-2733541,-0.6,-5748374,-3.5,-335429,-8.0,20,3.4,1043,3.4
US000,5,11193,17,0,2016,A,,276,4046,214881117,43518576,1250184,1021,53111,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-4,-1.4,-11,-0.3,89336,0.0,-2938467,-6.3,-110210,-8.1,3,0.3,171,0.3
US000,5,111930,18,0,2016,A,,276,4046,214881117,43518576,1250184,1021,53111,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-4,-1.4,-11,-0.3,89336,0.0,-2938467,-6.3,-110210,-8.1,3,0.3,171,0.3
US000,5,11194,17,0,2016,A,,1798,9803,346160725,170837019,4254078,679,35313,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,26,1.5,210,2.2,17146924,5.2,7912614,4.9,-149461,-3.4,19,2.9,1016,3.0
US000,5,111940,18,0,2016,A,,1798,9803,346160725,170837019,4254078,679,35313,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,26,1.5,210,2.2,17146924,5.2,7912614,4.9,-149461,-3.4,19,2.9,1016,3.0
US000,5,11199,17,0,2016,A,,4295,33241,1089168921,676900897,17705393,630,32766,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,144,3.5,506,1.5,48640948,4.7,42648731,6.7,-239914,-1.3,19,3.1,980,3.1
US000,5,111991,18,0,2016,A,,345,1890,69202301,53406466,1414539,704,36607,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,17,5.2,18,1.0,4797049,7.4,4087135,8.3,199456,16.4,42,6.3,2199,6.4
US000,5,111992,18,0,2016,A,,203,1265,33436800,13702000,162640,508,26434,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,11,5.7,51,4.2,1715263,5.4,1090650,8.6,6255,4.0,5,1.0,299,1.1
US000,5,111998,18,0,2016,A,,3748,30086,986529820,609792431,16128214,631,32791,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,117,3.2,437,1.5,42128636,4.5,37470946,6.5,-445625,-2.7,18,2.9,939,2.9
US000,5,112,15,0,2016,A,,25265,258875,9393982730,4189160231,55324872,698,36288,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,576,2.3,4548,1.8,363203587,4.0,186825111,4.7,-5414710,-8.9,15,2.2,779,2.2
US000,5,1121,16,0,2016,A,,16596,156060,5354532771,2469868793,32936912,660,34311,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,419,2.6,2246,1.5,205955433,4.0,100951407,4.3,-3663866,-10.0,16,2.5,838,2.5
US000,5,11211,17,0,2016,A,,9475,51673,1877627905,785590494,9690889,699,36336,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,354,3.9,1154,2.3,41158253,2.2,38713406,5.2,-1424300,-12.8,0,0.0,-16,0.0
US000,5,112111,18,0,2016,A,,8367,37311,1279481433,559859689,7273468,659,34293,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,350,4.4,985,2.7,40865951,3.3,28435845,5.4,-811645,-10.0,3,0.5,196,0.6
US000,5,112112,18,0,2016,A,,1108,14363,598146472,225730805,2417421,801,41646,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,4,0.4,169,1.2,292302,0.0,10277561,4.8,-612655,-20.2,-9,-1.1,-476,-1.1
US000,5,11212,17,0,2016,A,,7121,104386,3476904866,1684278299,23246023,641,33308,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,65,0.9,1092,1.1,164797180,5.0,62238001,3.8,-2239566,-8.8,24,3.9,1243,3.9
US000,5,112120,18,0,2016,A,,7121,104386,3476904866,1684278299,23246023,641,33308,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,65,0.9,1092,1.1,164797180,5.0,62238001,3.8,-2239566,-8.8,24,3.9,1243,3.9
US000,5,1122,16,0,2016,A,,2375,32556,1220935948,619087808,5113360,721,37503,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,14,0.6,365,1.1,37435985,3.2,38495510,6.6,-458530,-8.2,14,2.0,738,2.0
US000,5,11221,17,0,2016,A,,2375,32556,1220935948,619087808,5113360,721,37503,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,14,0.6,365,1.1,37435985,3.2,38495510,6.6,-458530,-8.2,14,2.0,738,2.0
US000,5,112210,18,0,2016,A,,2375,32556,1220935948,619087808,5113360,721,37503,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,14,0.6,365,1.1,37435985,3.2,38495510,6.6,-458530,-8.2,14,2.0,738,2.0
US000,5,1123,16,0,2016,A,,1971,43109,1751045216,690517335,9359212,781,40619,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,94,5.0,1946,4.7,73627190,4.4,34266174,5.2,-800213,-7.9,-3,-0.4,-132,-0.3
US000,5,11231,17,0,2016,A,,633,19944,784762550,315349888,4422941,757,39349,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,19,3.1,1333,7.2,27982056,3.7,14440833,4.8,-10558,-0.2,-25,-3.2,-1315,-3.2
US000,5,112310,18,0,2016,A,,633,19944,784762550,315349888,4422941,757,39349,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,19,3.1,1333,7.2,27982056,3.7,14440833,4.8,-10558,-0.2,-25,-3.2,-1315,-3.2
US000,5,11232,17,0,2016,A,,488,7038,292134683,122886419,1396668,798,41508,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,31,6.8,198,2.9,13209902,4.7,6672716,5.7,-311936,-18.3,14,1.8,727,1.8
US000,5,112320,18,0,2016,A,,488,7038,292134683,122886419,1396668,798,41508,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,31,6.8,198,2.9,13209902,4.7,6672716,5.7,-311936,-18.3,14,1.8,727,1.8
US000,5,11233,17,0,2016,A,,320,5003,195120403,85589974,1197308,750,39004,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,8,2.6,168,3.5,14654757,8.1,5116595,6.4,-198570,-14.2,32,4.5,1677,4.5
US000,5,112330,18,0,2016,A,,320,5003,195120403,85589974,1197308,750,39004,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,8,2.6,168,3.5,14654757,8.1,5116595,6.4,-198570,-14.2,32,4.5,1677,4.5
US000,5,11234,17,0,2016,A,,416,9509,410856064,146754948,1924489,831,43205,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,32,8.3,214,2.3,12123326,3.0,7957539,5.7,-239499,-11.1,6,0.7,306,0.7
US000,5,112340,18,0,2016,A,,416,9509,410856064,146754948,1924489,831,43205,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,32,8.3,214,2.3,12123326,3.0,7957539,5.7,-239499,-11.1,6,0.7,306,0.7
US000,5,11239,17,0,2016,A,,114,1615,68171516,19936106,417806,812,42201,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,3,2.7,32,2.0,5657149,9.0,78491,0.4,-39650,-8.7,53,7.0,2710,6.9
US000,5,112390,18,0,2016,A,,114,1615,68171516,19936106,417806,812,42201,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,3,2.7,32,2.0,5657149,9.0,78491,0.4,-39650,-8.7,53,7.0,2710,6.9
US000,5,1124,16,0,2016,A,,328,1428,40656772,20850709,369278,547,28469,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,3,0.9,-54,-3.6,-1162622,-2.8,826740,4.1,-26808,-6.8,4,0.7,248,0.9
US000,5,11241,17,0,2016,A,,224,955,27822984,14137201,229426,561,29147,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,2,0.9,-10,-1.0,1214570,4.6,649836,4.8,3623,1.6,31,5.8,1574,5.7
US000,5,112410,18,0,2016,A,,224,955,27822984,14137201,229426,561,29147,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,2,0.9,-10,-1.0,1214570,4.6,649836,4.8,3623,1.6,31,5.8,1574,5.7
US000,5,11242,17,0,2016,A,,104,474,12833788,6713508,139852,521,27104,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1,1.0,-43,-8.3,-2377192,-15.6,176904,2.7,-30431,-17.9,-45,-8.0,-2327,-7.9
US000,5,112420,18,0,2016,A,,104,474,12833788,6713508,139852,521,27104,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1,1.0,-43,-8.3,-2377192,-15.6,176904,2.7,-30431,-17.9,-45,-8.0,-2327,-7.9
US000,5,1125,16,0,2016,A,,847,6454,249192078,115469575,2077503,742,38609,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-3,-0.4,74,1.2,19252830,8.4,5069652,4.6,-195638,-8.6,49,7.1,2566,7.1
US000,5,11251,17,0,2016,A,,847,6454,249192078,115469575,2077503,742,38609,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-3,-0.4,74,1.2,19252830,8.4,5069652,4.6,-195638,-8.6,49,7.1,2566,7.1
US000,5,112511,18,0,2016,A,,471,3439,131255588,58541211,1259236,734,38166,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-8,-1.7,-47,-1.3,9817846,8.1,1651980,2.9,-106590,-7.8,64,9.6,3333,9.6
US000,5,112512,18,0,2016,A,,259,2264,83616735,45439775,667786,710,36937,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,3,1.2,62,2.8,5404513,6.9,2749855,6.4,-78382,-10.5,27,4.0,1414,4.0
US000,5,112519,18,0,2016,A,,118,751,34319755,11488589,150481,878,45673,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,3,2.6,59,8.5,4030471,13.3,667817,6.2,-10666,-6.6,36,4.3,1876,4.3
US000,5,1129,16,0,2016,A,,3149,19269,777619945,273366011,5468607,776,40356,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,49,1.6,-29,-0.2,28094771,3.7,7215628,2.7,-269655,-4.7,29,3.9,1517,3.9
US000,5,11291,17,0,2016,A,,513,3289,125273587,54609483,1164928,732,38084,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,39,8.2,173,5.6,11280170,9.9,5002571,10.1,4507,0.4,29,4.1,1505,4.1
US000,5,112910,18,0,2016,A,,513,3289,125273587,54609483,1164928,732,38084,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,39,8.2,173,5.6,11280170,9.9,5002571,10.1,4507,0.4,29,4.1,1505,4.1
US000,5,11292,17,0,2016,A,,1333,5894,203266288,75180764,1371947,663,34490,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-12,-0.9,-75,-1.3,3236787,1.6,842299,1.1,-154776,-10.1,19,3.0,979,2.9
US000,5,112920,18,0,2016,A,,1333,5894,203266288,75180764,1371947,663,34490,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,-12,-0.9,-75,-1.3,3236787,1.6,842299,1.1,-154776,-10.1,19,3.0,979,2.9
