naics,naics_str,naics_desc,R0_2017,S0_2017,E0_2017,T0_2017,R0_2018,S0_2018,E0_2018,T0_2018,R0,S0,E0,T0
3212,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",0,0.0059847416921501055,0.00725138980488278,0,0.010939823301758344,0.017095907627080915,0.017377405031832206,0.018752305573078883,0.01093982346355915,0.011111166328191757,0.010126015171408653,0.01875230483710766
3219,3219,Other Wood Product Manufacturing,0,0.008542656145512648,0.007828649837027971,0,0.0015794094981253426,0.033484633872994204,0.02896215423728729,0.030755298788157498,0.0015794094651937485,0.024941977113485336,0.021133504807949066,0.0307552982121706
3221,3221,"Pulp, Paper, and Paperboard Mills",0,2.4631037616280257e-8,1.9352046271000828e-8,0,0.009404182348688658,0.0013252902569544128,0.0010442622403943952,0.001666193463548492,0.009404182434082031,0.0013252656208351254,0.001044242875650525,0.0016661934787407517
3222,3222,Converted Paper Product Manufacturing,0,0.0016074767547877287,0.0014986733354493988,0,0.011969864487345726,0.027366883743993993,0.022665293740921185,0.03055534209869655,0.01196986436843872,0.02575940638780594,0.021166620776057243,0.03055534139275551
3231,3231,Printing and Related Support Activities,0,2.677501179742269e-5,2.40474521879688e-5,0,0.010959452258129707,0.007417007272082655,0.0062670843725269165,0.009237749161986327,0.010959452018141747,0.007390232291072607,0.006243037059903145,0.009237749502062798
3241,3241,Petroleum and Coal Products Manufacturing,0,3.01077194077061e-7,1.3467219148591594e-5,0,0.0032863671980354787,8.453512502877895e-5,3.445452992224616e-5,1.7871090341160082e-4,0.003286367282271385,8.423404506174847e-5,2.0987310563214123e-5,1.7871090676635504e-4
3251,3251,Basic Chemical Manufacturing,0,0.001481703930158391,0.0029156032317334286,0,0.007499332394229571,0.008989427142713531,0.008630943241052786,0.009280132460083478,0.007499332539737225,0.007507723290473223,0.005715339910238981,0.009280132129788399
3252,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",0,0.003151331061558392,0.0037471667455118204,0,0.010644299939618518,0.013813588206251205,0.012774055192936711,0.011625980239788603,0.010644299909472466,0.010662256740033627,0.009026888757944107,0.011625980027019978
3253,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",0,0.0013297172723629005,0.0018254387710332429,0,0.018671327496387783,0.006823568378579989,0.0064534663108717204,0.006825829345405809,0.018671328201889992,0.005493850912898779,0.004628027323633432,0.006825829390436411
3254,3254,Pharmaceutical and Medicine Manufacturing,0,7.75864968374747e-7,2.8037765775311216e-6,0,4.533603807911818e-4,6.17819877253456e-6,5.9481098304017e-6,7.071969168104244e-6,4.53360378742218e-4,5.402333954407368e-6,3.1443332773051225e-6,7.07196932125953e-6
3255,3255,"Paint, Coating, and Adhesive Manufacturing",0,0.002104747861163781,0.0019636528560879473,0,0.009954679818843688,0.008820058509145152,0.007932683861563337,0.008383506465567476,0.009954679757356644,0.006715310737490654,0.005969030782580376,0.008383506909012794
3256,3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",0,8.296167571922413e-4,8.682096632631203e-4,0,0.023948262690874363,0.010006660770909965,0.00864607116321537,0.011443709775429104,0.023948263376951218,0.009177044034004211,0.0077778613194823265,0.011443709954619408
3259,3259,Other Chemical Product and Preparation Manufacturing,0,3.517653982405568e-4,3.413382926766013e-4,0,0.010652586146400815,0.015411653541715038,0.0148426092679106,0.015393138560187637,0.01065258588641882,0.015059888362884521,0.014501270838081837,0.015393138863146305
3261,3261,Plastics Product Manufacturing,0,0.006975345047089447,0.006615872667799211,0,0.00687321809525226,0.03046194872501036,0.027326501122952533,0.02554753322129567,0.00687321787700057,0.023486603051424026,0.020710628479719162,0.025547532364726067
3262,3262,Rubber Product Manufacturing,0,0.006213786792396277,0.006290101276469523,0,0.002525499180414078,0.02372694014852735,0.021317417041379023,0.02155350139645821,0.00252549909055233,0.017513154074549675,0.015027315355837345,0.02155350148677826
3271,3271,Clay Product and Refractory Manufacturing,0,0.008566064672910783,0.007329114708881261,0,0.010191369472548256,0.02062724430835447,0.016578084250519,0.014979783074048354,0.01019136980175972,0.012061179615557194,0.00924896914511919,0.014979783445596695
3272,3272,Glass and Glass Product Manufacturing,0,0.0070314096174867715,0.007772177813341447,0,0.04592970654963409,0.02983549629487728,0.026477844788825165,0.02750221332000779,0.04592970758676529,0.02280408702790737,0.018705666065216064,0.027502212673425674
3273,3273,Cement and Concrete Product Manufacturing,0,3.996735644162278e-4,3.5929220646369644e-4,0,7.282036910840946e-4,0.025373806415966604,0.020512070568705538,0.0311682390618712,7.282036822289228e-4,0.02497413195669651,0.020152777433395386,0.031168239191174507
3274,3274,Lime and Gypsum Product Manufacturing,0,2.2289862431486827e-4,2.0351005233725132e-4,0,5.172256825804959e-4,0.0016729015783814916,0.0014100514508094647,0.0018032215632067272,5.172257078811526e-4,0.0014500030083581805,0.001206541433930397,0.0018032215302810073
3279,3279,Other Nonmetallic Mineral Product Manufacturing,0,0.004281132366647882,0.0039570942758178915,0,0.005214210261037011,0.019884443836287572,0.016794020142050024,0.019495226478165466,0.005214210133999586,0.015603311359882355,0.012836925685405731,0.019495226442813873
3311,3311,Iron and Steel Mills and Ferroalloy Manufacturing,0,4.606460066435641e-5,4.3512007989676465e-5,0,0.13422159172234913,0.12808056245267002,0.12451700366235989,0.12809858223536758,0.13422159850597382,0.12803450226783752,0.12447348982095718,0.12809857726097107
3312,3312,Steel Product Manufacturing from Purchased Steel,0,6.061600401823172e-4,5.365155600509718e-4,0,0.06156433250011938,0.10845100262791288,0.09187557136092726,0.11085906838348368,0.061564333736896515,0.10784484446048737,0.09133905917406082,0.11085906624794006
3313,3313,Alumina and Aluminum Production and Processing,0,0.005953782207068807,0.005824882986792443,0,0.03643427182413664,0.09373125274714847,0.11095125283141746,0.0878938555986935,0.036434270441532135,0.08777747303247452,0.10512637346982956,0.08789385855197906
3314,3314,Nonferrous Metal (except Aluminum) Production and Processing,0,1.843012922954513e-4,2.651346538918702e-4,0,0.003458059451822898,0.0010939346285019592,9.873058593278332e-4,0.0010853568450197647,0.0034580593928694725,9.096333524212241e-4,7.221712148748338e-4,0.0010853568091988564
3315,3315,Foundries,0,0.013668226899499458,0.012718646142630179,0,0.02110781640194789,0.04935214702701739,0.04683229796622562,0.04339054857695274,0.021107817068696022,0.03568391874432564,0.034113653004169464,0.04339054971933365
3321,3321,Forging and Stamping,0,0.004805429021303057,0.00456370614080421,0,0.005334409265882768,0.01985469581264294,0.018665869311523378,0.018802217095534243,0.005334409419447184,0.015049266628921032,0.014102162793278694,0.01880221627652645
3322,3322,Cutlery and Handtool Manufacturing,0,0.00903610116967146,0.011713685971212723,0,0.007035657172712889,0.030998167537748093,0.030136889412196853,0.027388744895643257,0.007035657297819853,0.021962067112326622,0.018423203378915787,0.027388744056224823
3323,3323,Architectural and Structural Metals Manufacturing,0,0.00139397843238895,0.0012854913687034748,0,0.026610749275611464,0.048520208819816446,0.033896949705765206,0.04892679162600129,0.02661074884235859,0.04712622985243797,0.032611459493637085,0.04892679303884506
3324,3324,"Boiler, Tank, and Shipping Container Manufacturing",0,6.909648130086573e-4,8.928227101584126e-4,0,0.01228799723413472,0.03960190702307773,0.019914422473895306,0.04044250188106111,0.012287997640669346,0.038910944014787674,0.019021600484848022,0.04044250026345253
3325,3325,Hardware Manufacturing,0,0.005271156923278425,0.007386988812077058,0,0.002134026509685763,0.022435356764283217,0.02262842585278979,0.02145484368646326,0.0021340264938771725,0.0171642005443573,0.015241436660289764,0.021454842761158943
3326,3326,Spring and Wire Product Manufacturing,0,8.876995528382762e-4,0.0017624171468889245,0,0.011904346822661734,0.020667515402303726,0.019344084347180518,0.024721038852396394,0.011904346756637096,0.019779816269874573,0.017581667751073837,0.024721039459109306
3327,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",0,0.005601413194645934,0.005173594402199127,0,0.010770971133329107,0.02033060376090085,0.01802945510304097,0.01836152761271515,0.010770970955491066,0.014729190617799759,0.012855860404670238,0.01836152747273445
3329,3329,Other Fabricated Metal Product Manufacturing,0,0.007518677508929819,0.007314535872514529,0,0.009291660846061029,0.03610977765599391,0.04802714683339388,0.032445702512633894,0.009291660971939564,0.028591100126504898,0.04071260988712311,0.03244570270180702
3331,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",0,1.3234064561572654e-4,1.2778157387573373e-4,0,0.00371338613196863,0.018604942708800854,0.0164889951843482,0.018972339808137843,0.003713386133313179,0.01847260259091854,0.016361214220523834,0.01897233910858631
3332,3332,Industrial Machinery Manufacturing,0,0.0010814071846329887,0.0010345334956897959,0,0.0020376964132256363,0.02889721108892748,0.021736919526853388,0.030602199665135055,0.0020376963075250387,0.0278158038854599,0.020702386274933815,0.03060219995677471
3333,3333,Commercial and Service Industry Machinery Manufacturing,0,0.0011488564095979313,0.0011239914054419332,0,0.006638952759523105,0.028125657490652343,0.02346707463984709,0.029848204907604668,0.0066389525309205055,0.026976801455020905,0.02234308235347271,0.02984820492565632
3334,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",0,2.9794801254387905e-5,0.0018277116595525466,0,0.006434504183621199,0.03204146618725894,0.03006122855701404,0.03604598828785333,0.00643450440838933,0.03201167285442352,0.028233516961336136,0.03604598715901375
3335,3335,Metalworking Machinery Manufacturing,0,0.0045228427845558335,0.004338307880734139,0,0.007991771474013691,0.027682416787743313,0.025214643646359943,0.02410254776250903,0.007991771213710308,0.02315957471728325,0.020876334980130196,0.024102548137307167
3336,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",0,6.699761118115744e-4,0.0016705610079296785,0,0.003251126481027544,0.02133803986039131,0.020528920631554388,0.02246006540146197,0.003251126501709223,0.020668063312768936,0.01885836012661457,0.02246006578207016
3339,3339,Other General Purpose Machinery Manufacturing,0,3.927045747876387e-4,6.511728049013972e-4,0,0.006273520100018366,0.02951647949705921,0.027277513998024902,0.030198009099038803,0.006273520179092884,0.02912377566099167,0.0266263410449028,0.030198009684681892
3341,3341,Computer and Peripheral Equipment Manufacturing,0,3.1837300808215496e-7,3.4822971551084447e-7,0,0.004469209547343711,0.012138024476802725,0.010747975292404871,0.013835890736186473,0.004469209350645542,0.012137706391513348,0.010747627355158329,0.013835891149938107
3342,3342,Communications Equipment Manufacturing,0,2.2518841311738533e-4,2.2150031468149998e-4,0,0.006100441713776009,0.004728446258561942,0.0035779809349934994,0.008168132662593627,0.006100441794842482,0.004503258038312197,0.0033564805053174496,0.008168132975697517
3343,3343,Audio and Video Equipment Manufacturing,0,2.729518376634895e-4,5.816767481808945e-4,0,0.0018985792152956752,0.004839041253182198,0.0042159901432048666,0.005662722053695651,0.0018985791830345988,0.004566089250147343,0.00363431335426867,0.005662722047418356
3344,3344,Semiconductor and Other Electronic Component Manufacturing,0,1.1268443336007578e-4,3.9829363132719e-4,0,0.0026476677215115916,0.03540348087691598,0.026977290270603322,0.03914191047223341,0.002647667657583952,0.03529079630970955,0.02657899633049965,0.03914191201329231
3345,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",0,1.159868027285774e-4,6.025628117441513e-4,0,0.010434935296925681,0.02454867964526153,0.02243527725528619,0.0248086658373708,0.010434934869408607,0.024432692676782608,0.02183271385729313,0.024808665737509727
3346,3346,Manufacturing and Reproducing Magnetic and Optical Media,0,0,0,0,0.006931056621152714,3.7218864665059583e-4,3.0904327162433745e-4,4.652365848465981e-4,0.00693105673417449,3.721886605489999e-4,3.090432728640735e-4,4.6523657510988414e-4
3351,3351,Electric Lighting Equipment Manufacturing,0,0.016243811132162275,0.024594493301901676,0,0.00927488404732092,0.05863903662898615,0.06256756658168229,0.052923753466549685,0.00927488412708044,0.042395226657390594,0.0379730723798275,0.05292375385761261
3352,3352,Household Appliance Manufacturing,0,0.0021490849250132642,0.007715645063054195,0,0.013312288555815949,0.033936602211307454,0.02242233403232221,0.03618133502452462,0.01331228855997324,0.03178751841187477,0.014706688933074474,0.036181334406137466
3353,3353,Electrical Equipment Manufacturing,0,0.004480940939110966,0.0050452825621523515,0,0.005343731813075955,0.03758814146274087,0.03343853324805004,0.03468443094473322,0.0053437319584190845,0.033107198774814606,0.028393249958753586,0.0346844308078289
3359,3359,Other Electrical Equipment and Component Manufacturing,0,0.0044657570695671115,0.004607372135383483,0,0.00998635766287862,0.04774740382023243,0.04329812755626559,0.046912241310448424,0.009986357763409615,0.04328164830803871,0.038690757006406784,0.046912241727113724
