Industry,TariffRate_2018,TariffRate_2019,ImportShare,DirectExposure_2018,DirectExposure_2019,TotalExposure_2018,TotalExposure_2019,IndirectExposure_2018,IndirectExposure_2019
Ind_31,0.00234715490641936,0.00114601569659226,0.6666666666666666,0.0015647699376129065,7.640104643948399e-4,5.8241595257939185,13.09324179770973,5.822594755856305,13.092477787245336
Ind_32,0.00560062271398421,0.033213442351701,0.6666666666666666,0.003733748475989473,0.022142294901133997,5.825816982437038,13.115666532441054,5.822083233961049,13.09352423753992
Ind_33,0.00161304732213539,0.03021353492465356,0.6666666666666666,0.0010753648814235933,0.020142356616435705,5.823899971090435,13.114103344958215,5.822824606209011,13.09396098834178
Ind_34,0.00554705845353179,6.431488848901045e-6,0.6666666666666666,0.003698038969021193,4.287659232600696e-6,5.827165205691695,13.094373728613354,5.823467166722674,13.094369440954122
Ind_35,1.2999944312136637e-4,0.01866586931152337,0.6666666666666666,8.666629541424424e-5,0.012443912874348914,5.823443585068958,13.105829573347629,5.823356918773544,13.09338566047328
Ind_36,0.00140343051142566,0,0.6666666666666666,9.3562034095044e-4,0,5.823365673035876,13.094017284558209,5.8224300526949255,13.094017284558209
Ind_37,0.00479925405803129,1.3942860007919877e-4,0.6666666666666666,0.0031995027053541934,9.295240005279917e-5,5.826104992677467,13.092689273770645,5.822905489972113,13.092596321370593
Ind_38,0.00234715490641936,0.01974766639953325,0.6666666666666666,0.0015647699376129065,0.013165110933022167,5.824841688098068,13.107254154197738,5.823276918160454,13.094089043264717
Ind_39,0,0.01046533111136018,0.6666666666666666,0,0.006976887407573453,5.823084640505797,13.098929375759305,5.823084640505797,13.091952488351732
Ind_4,7.579097841275502e-4,7.660647212802627e-5,0.6666666666666666,5.052731894183667e-4,5.107098141868418e-5,5.82485702174554,13.092482924614462,5.824351748556122,13.092431853633043
Ind_40,0.00338653479036287,0.03057996312113565,0.6666666666666666,0.002257689860241913,0.0203866420807571,5.82640009966782,13.114993312312112,5.824142409807578,13.094606670231355
Ind_41,0.02059055777596388,0.04918058934749265,0.6666666666666666,0.013727038517309251,0.0327870595649951,5.835516105418987,13.126099218308347,5.821789066901677,13.093312158743352
Ind_42,0.01252944792196983,0.06506039376342639,0.6666666666666666,0.00835296528131322,0.04337359584228426,5.83133456074109,13.135274641038716,5.822981595459777,13.091901045196431
Ind_43,0.00669478670033437,0.02630835792483771,0.6666666666666666,0.004463191133556246,0.017538905283225138,5.827023189814914,13.111467911456407,5.822559998681357,13.093929006173182
Ind_44,0.017657530028373,0.00126772767412637,0.6666666666666666,0.011771686685581999,8.451517827509133e-4,5.833869806359574,13.094939739263495,5.822098119673992,13.094094587480743
Ind_45,7.3421595699501e-4,0.00684218123533131,0.6666666666666666,4.8947730466334e-4,0.00456145415688754,5.823556788535787,13.100252713503812,5.8230673112311235,13.095691259346925
Ind_46,7.416286846016513e-4,0,0.6666666666666666,4.944191230677675e-4,0,5.823291722585472,13.094320280007699,5.822797303462404,13.094320280007699
Ind_47,9.026719280772872e-4,0.05305617702134178,0.6666666666666666,6.017812853848581e-4,0.03537078468089452,5.823777511139717,13.1293051024562,5.8231757298543325,13.093934317775306
Ind_48,0.03643427182413664,0,0.6666666666666666,0.024289514549424424,0,5.846948458607292,13.091976440287462,5.822658944057867,13.091976440287462
Ind_49,0.00398253588142058,0.03325553579820928,0.6666666666666666,0.0026550239209470533,0.022170357198806185,5.825290950073079,13.11266552338804,5.822635926152132,13.090495166189234
Ind_5,0.0111136750116369,0.00274386409283326,0.6666666666666666,0.0074091166744246,0.0018292427285555067,5.830186238507922,13.096000803320251,5.822777121833497,13.094171560591695
Ind_50,0.00566544426624747,0.0058481587155470504,0.6666666666666666,0.0037769628441649797,0.0038987724770313667,5.826674291743995,13.09655758747646,5.82289732889983,13.092658814999428
Ind_51,0.08051136731630332,0.02634956296247428,0.6666666666666666,0.05367424487753554,0.017566375308316187,5.875670390386268,13.109757791236724,5.821996145508733,13.092191415928408
Ind_52,0.03474286210680473,0.01328160914174152,0.6666666666666666,0.023161908071203153,0.008854406094494345,5.846293955038284,13.102196844588189,5.823132046967081,13.093342438493695
Ind_53,0.01113925477579223,0.02923088399842248,0.6666666666666666,0.007426169850528153,0.01948725599894832,5.830485768074026,13.112616490548087,5.823059598223498,13.093129234549139
Ind_54,2.9176463632873885e-4,3.3458367930128934e-5,0.6666666666666666,1.9450975755249257e-4,2.2305578620085955e-5,5.8226173877461775,13.094025683361892,5.822422877988625,13.094003377783272
Ind_55,0.00262053694256005,0.03074470676593854,0.6666666666666666,0.0017470246283733666,0.020496471177292357,5.8246725470503415,13.114642829313564,5.8229255224219685,13.094146358136271
Ind_56,0.02920653649902435,0,0.6666666666666666,0.0194710243326829,0,5.842111780184431,13.092967724819617,5.822640755851748,13.092967724819617
Ind_57,0.05473803370357742,0.02076472305181065,0.6666666666666666,0.03649202246905161,0.013843148701207099,5.859067358467781,13.109263018563382,5.82257533599873,13.095419869862175
Ind_58,3.98287459522284e-4,0.03006122855701404,0.6666666666666666,2.6552497301485597e-4,0.02004081903800936,5.823603665694622,13.114157510435493,5.823338140721607,13.094116691397485
Ind_59,0.00977419160970839,0.00126772767412637,0.6666666666666666,0.006516127739805593,8.451517827509133e-4,5.828425274828289,13.093753854090386,5.821909147088483,13.092908702307634
Ind_6,0.0066389527595231,0.11113748232729607,0.6666666666666666,0.004425968506348733,0.07409165488486405,5.8272330859738215,13.166779754846836,5.822807117467473,13.092688099961972
Ind_60,8.469256621621505e-4,3.089657781791209e-7,0.6666666666666666,5.646171081081003e-4,2.0597718545274726e-7,5.823273645703856,13.092686989422463,5.822709028595748,13.092686783445277
Ind_61,0.006100441713776,0.01790440056415779,0.6666666666666666,0.004066961142517333,0.01193626704277186,5.827284375583773,13.105607393036838,5.823217414441255,13.093671125994065
Ind_62,0.01054957833109613,0.02440244967433459,0.6666666666666666,0.007033052220730753,0.016268299782889725,5.830040731032905,13.110616068035647,5.823007678812174,13.094347768252756
Ind_63,0.0047883798080128,0.02944766500672275,0.6666666666666666,0.0031922532053418663,0.019631776671148498,5.826651238721469,13.114025907134724,5.823458985516128,13.094394130463575
Ind_64,0.01867132749638778,0.01934408434718051,0.6666666666666666,0.012447551664258519,0.012896056231453673,5.8353146225613814,13.104638418434064,5.822867070897123,13.091742362202611
Ind_65,0.00123046489138613,0.03814734557872415,0.6666666666666666,8.203099275907533e-4,0.025431563719149432,5.8231336619881,13.119746586135921,5.822313352060509,13.094315022416772
Ind_66,0.00555068594232532,3.042997351297318e-4,0.6666666666666666,0.0037004572948835463,2.0286649008648784e-4,5.826135622212289,13.094957895036705,5.8224351649174055,13.094755028546619
Ind_67,0.00723128808676327,0.0272775139980249,0.6666666666666666,0.004820858724508846,0.018185009332016597,5.827652810136825,13.111224797639068,5.822831951412316,13.09303978830705
Ind_68,0.00157179030585001,0.00456262920150704,0.6666666666666666,0.0010478602039000065,0.003041752801004693,5.823722582340495,13.097248542638763,5.822674722136595,13.094206789837758
Ind_69,0.00506380343094045,1.2162194965502026e-4,0.6666666666666666,0.0033758689539603003,8.10812997700135e-5,5.826325505066911,13.094771984551308,5.82294963611295,13.094690903251538
Ind_7,0,8.240869222848664e-4,0.6666666666666666,0,5.493912815232443e-4,5.823953693315581,13.094746733077777,5.823953693315581,13.094197341796253
Ind_70,7.579097841275502e-4,0.01450844291288142,0.6666666666666666,5.052731894183667e-4,0.009672295275254279,5.8240790264358075,13.102887345701987,5.823573753246389,13.093215050426732
Ind_71,0.00277598587879238,0.02634956296247428,0.6666666666666666,0.0018506572525282532,0.017566375308316187,5.822883049984053,13.111928741096294,5.821032392731525,13.094362365787978
Ind_8,0.00252549918041407,0.01046533111136018,0.6666666666666666,0.0016836661202760466,0.006976887407573453,5.823855072390986,13.098063244448712,5.8221714062707095,13.091086357041139
Ind_9,0,1.7894750271497449e-4,0.6666666666666666,0,1.1929833514331632e-4,5.822866525628297,13.093943449967169,5.822866525628297,13.093824151632026
