MSA,Year,ImportShock,ImportShock_IV,GovTransfer_PerCapita,ExcessSavingsRate,UnemploymentRate
MSA_107,2022,1.0190045537211081e-4,8.686345876357826e-5,1744.2936414154246,0.1409590977244079,0.06818643395788967
MSA_107,2023,9.635541020898452e-5,8.080193141872298e-5,2691.883507021703,0.07444778400473297,0.07897118188673631
MSA_107,2024,1.1277359694184047e-4,1.0067555769524137e-4,2448.711355100386,0.03911531339399517,0.046106924612540755
MSA_107,2025,1.1783681502562716e-4,1.0611990843726783e-4,3187.5180053524673,0.04794471001252532,0.042423634715378286
MSA_108,2010,9.005595596983292e-5,7.47372308889798e-5,439.3928943667561,0.02946188925765455,0.05921382444910705
MSA_108,2011,1.0786937652629356e-4,9.55991221531629e-5,212.07167541142553,0.037995341308414934,0.0753122612903826
MSA_108,2012,1.1994170556191005e-4,1.0238668961396061e-4,370.37577209994197,0.015958268363028764,0.04811179789947346
MSA_108,2013,9.167874555809432e-5,8.492812143012153e-5,293.37448850274086,0.02882991178892553,0.07640941979596391
MSA_108,2014,1.0949851333161073e-4,1.0378104856920221e-4,295.0268255081028,0.03215663448907435,0.057277406840585174
MSA_108,2015,1.1867930244967054e-4,1.0407530149071696e-4,351.8306350335479,0.03649831645190716,0.051341062360443175
MSA_108,2016,9.926897177741459e-5,8.420653029938008e-5,472.9574488243088,0.026449132151901724,0.05991127694258466
MSA_108,2017,1.1024132760197192e-4,9.450135805485701e-5,457.56003393325955,0.03475520111620426,0.05851353931473568
MSA_108,2018,1.0210555878815157e-4,8.926759494792788e-5,251.9474748056382,0.03838904472999275,0.07651762149296701
MSA_108,2019,9.783668508977333e-5,8.448330827943831e-5,260.08196067996323,0.015228717550635339,0.07240505668567494
MSA_108,2020,1.1582132600951512e-4,1.022790182936485e-4,1398.120671720244,0.09077075221808628,0.06228762811049819
MSA_108,2021,1.2745313463708607e-4,1.1490164366570433e-4,1513.31311466638,0.0573238219274208,0.07973420331953093
MSA_108,2022,9.875799754377124e-5,8.412687571814302e-5,1714.6314210258424,0.1619910519500263,0.07856926270294935
MSA_108,2023,9.241017513265534e-5,7.68744496038408e-5,1774.6463664108887,0.09208061060402542,0.07234506783541292
MSA_108,2024,1.0084248526725671e-4,9.142102366865493e-5,2064.9962299969047,0.0361264309566468,0.06439711707178504
MSA_108,2025,1.106531661082358e-4,9.813517135960189e-5,1568.777453666553,0.016436890391632916,0.04225380143150687
MSA_109,2010,8.65881498246494e-5,7.40461695691843e-5,236.9058209238574,0.04077650262974203,0.030058406603056937
MSA_109,2011,1.1251664097013578e-4,9.717550691527826e-5,281.0455652885139,0.04335507161915302,0.04363975236890837
MSA_109,2012,1.246409439389838e-4,1.0469081432979026e-4,388.3707413682714,0.010254289200529456,0.06418302176287398
MSA_109,2013,1.0270726625274861e-4,9.411012828292113e-5,300.33335553016514,0.02830559869296849,0.07425902677467093
MSA_109,2014,1.0694849940568298e-4,9.687862152603256e-5,496.84493094682693,0.044580162577331064,0.05165447508450598
MSA_109,2015,1.1089360377342053e-4,9.929584269838798e-5,462.7635605633259,0.016410114262253046,0.07521131912479177
MSA_109,2016,1.0869994740216751e-4,9.40903963692641e-5,226.41759025864303,0.03884892758913338,0.056635931059718134
MSA_109,2017,1.0416306313529402e-4,8.894361461439684e-5,420.5178034026176,0.03863092766143382,0.046135869384743275
MSA_109,2018,9.688941048773788e-5,8.078016309952858e-5,288.1134263938293,0.017788971615955235,0.07022447110619397
MSA_109,2019,9.979747910467754e-5,9.135115662848122e-5,406.65269009768963,0.010210012551397085,0.06716443827142939
MSA_109,2020,1.0451297026170918e-4,9.067474295426929e-5,2463.832799438387,0.07339313224889338,0.0628736312338151
MSA_109,2021,1.2414587364765673e-4,1.07832485827071e-4,1588.6804951820523,0.12444886167300866,0.06311662951018661
MSA_109,2022,1.101602262416835e-4,9.696609316046058e-5,1064.4572542980313,0.15345885903108863,0.03209960730280727
MSA_109,2023,1.0234072434037167e-4,8.708852052270952e-5,1920.6873275339603,0.14425848135957495,0.04457581209251657
MSA_109,2024,1.0282110695643715e-4,9.046778751181097e-5,2310.237896675244,0.03323274956084788,0.07065908463671804
MSA_109,2025,1.0433643347780119e-4,9.426807730990212e-5,2619.669656828046,0.017721727322787047,0.0789678890327923
MSA_110,2010,8.658150728872729e-5,7.153080825837656e-5,206.38736407272518,0.04670752449892462,0.05033914451021701
MSA_110,2011,1.0551369562845347e-4,8.803209411088514e-5,207.05598639324307,0.018981594061478972,0.07325568245258182
MSA_110,2012,1.1718104522894634e-4,9.538770129921525e-5,309.28204872179776,0.047576262159273026,0.06472659889375791
MSA_110,2013,1.0104505430874037e-4,9.68865166202157e-5,407.73332458920777,0.020469549326226116,0.07200526374625042
MSA_110,2014,8.921498294774057e-5,7.97953676016458e-5,204.73237656988204,0.030740725537762047,0.037792236830573527
MSA_110,2015,1.1355511544244923e-4,1.0357007076726988e-4,233.4586979355663,0.03911171616986394,0.06158959697466344
MSA_110,2016,9.735811405709818e-5,8.05048888654616e-5,385.69880933500826,0.03552769556641579,0.04063834802480414
MSA_110,2017,1.0415837800533926e-4,8.662381274265127e-5,339.59563055541366,0.031222603004425763,0.05598637922201306
MSA_110,2018,9.29019884096862e-5,8.019309695620065e-5,448.0360569898039,0.04311619543470442,0.039563347906805574
MSA_110,2019,1.0323278778951909e-4,8.796039439237926e-5,261.3219494698569,0.04695681576617062,0.05912269427906722
MSA_110,2020,1.093311723759124e-4,9.404157185839414e-5,2697.7590733906254,0.06443871943978594,0.0748364045470953
MSA_110,2021,1.293820544758532e-4,1.1781115833660109e-4,2167.4019697122276,0.05962780029047281,0.0399446473759599
MSA_110,2022,1.0059991310040832e-4,9.110493317715908e-5,975.1301459735259,0.09383767222519965,0.07578514116583392
MSA_110,2023,1.0457149301365221e-4,8.72363554956669e-5,2933.7058975128457,0.1662747069215402,0.06083069325657561
MSA_110,2024,1.0316525241343386e-4,9.514177015528236e-5,2384.419174026698,0.02002743151970208,0.038351733651943505
MSA_110,2025,1.074779508224219e-4,9.434144454873047e-5,2248.941510752775,0.019073275160044433,0.04697968279477209
MSA_111,2010,7.826399370318483e-5,6.584988007532376e-5,458.4523515077308,0.04776292856782675,0.06330488504143432
MSA_111,2011,1.1590140398883582e-4,9.942983696493213e-5,469.1439705202356,0.014286900153383613,0.05085969365434721
MSA_111,2012,1.1086975674192096e-4,8.71082696362115e-5,289.3725843867287,0.016671750275418163,0.0488306727563031
MSA_111,2013,1.0220086835434247e-4,1.0028883423192592e-4,438.1474200403318,0.013943273536860944,0.05846380706178025
MSA_111,2014,9.801603481955149e-5,1.0030680202055268e-4,356.814975454472,0.011838659970089793,0.078480605694931
MSA_111,2015,1.196841596392614e-4,1.0343456323946735e-4,205.19186516758054,0.02886625929735601,0.05267797300592065
MSA_111,2016,1.0158485469437798e-4,8.870897234504376e-5,322.94058660045266,0.04567094111815095,0.06492042463039979
MSA_111,2017,9.340560443346975e-5,7.957318869552296e-5,263.6026039952412,0.024043502416461707,0.03715747888898477
MSA_111,2018,1.072775199644124e-4,9.196317599067025e-5,346.27092990558594,0.014582993853837252,0.041981620651204136
MSA_111,2019,1.0369862593648496e-4,9.695952017571223e-5,250.48197768628597,0.022595559265464544,0.04115419039269909
MSA_111,2020,1.0723208913103879e-4,8.897363003837364e-5,2795.705729885958,0.07984507201472298,0.03096983028342947
MSA_111,2021,1.208024302894679e-4,1.0989070028105493e-4,1681.0740644810721,0.15431714964797721,0.07058066785801202
MSA_111,2022,9.94360380569157e-5,8.923922268066597e-5,3046.1084944428876,0.15089543709298597,0.07740632994798943
MSA_111,2023,9.764102095422144e-5,8.501203045644497e-5,1432.0313354954123,0.06658791549270973,0.031066857296973466
MSA_111,2024,9.908192119122082e-5,9.103569140391109e-5,2314.106473373249,0.02272653562016785,0.04843622588785365
MSA_111,2025,1.1883640416060971e-4,1.0415506378064133e-4,2549.706448870711,0.04499542124569416,0.043883691979572176
MSA_112,2010,7.692285900116694e-5,6.319175383849054e-5,216.6078359587118,0.04039314052090049,0.06561303718015551
MSA_112,2011,1.0922342521984669e-4,9.338479955658895e-5,250.8866832824424,0.04369664375670254,0.06937606051331387
MSA_112,2012,1.1823581786619325e-4,9.300625635113065e-5,225.7186775561422,0.034130390519276264,0.049728264666628094
MSA_112,2013,9.575673733185312e-5,9.30959987489142e-5,391.7114286450669,0.02723656015470624,0.04641406418057158
MSA_112,2014,9.570393362816428e-5,9.214284709309215e-5,256.93487322423607,0.04866749190725386,0.04521034266334027
MSA_112,2015,1.1652277831111244e-4,1.0393975751695858e-4,255.4479378508404,0.010538359843194485,0.03679850660962984
MSA_112,2016,9.744384455271011e-5,8.920437000102328e-5,479.45837161969393,0.0158954194188118,0.05291317473864183
MSA_112,2017,1.0306490070630473e-4,8.747273092530804e-5,320.00896155368537,0.029303318420425058,0.05614248502068222
MSA_112,2018,1.0817473624179938e-4,9.110236735441091e-5,227.97641379293054,0.037480138828977945,0.049932288688141854
MSA_112,2019,1.0865207041324007e-4,9.426927341491758e-5,460.118710109964,0.014837892698124052,0.06191346543608233
MSA_112,2020,1.2574228029875006e-4,1.1409127748571499e-4,2587.6355125103146,0.08954130152473226,0.03191193502396345
MSA_112,2021,1.1780095549635721e-4,1.0856489313624591e-4,1820.8925760583952,0.05372927407966927,0.0740331008983776
MSA_112,2022,1.1182387608572452e-4,9.875669538758547e-5,3219.2743209423497,0.07317481328267604,0.03301140891388059
MSA_112,2023,1.1178032402732318e-4,9.864086645689971e-5,1817.744671413675,0.12266594406217338,0.03934402246493846
MSA_112,2024,1.1566799665809786e-4,1.0321894991579334e-4,1921.8076539924368,0.021196292554959657,0.07496186976321041
MSA_112,2025,1.0202768454870324e-4,9.082970535830073e-5,2140.9625455969945,0.018933003237470984,0.06161377236247063
MSA_113,2010,8.542740408182896e-5,7.245163026439742e-5,251.90083566121757,0.016094784922897815,0.07266126573784278
MSA_113,2011,1.1188163476350927e-4,9.654042570217053e-5,274.3963074637577,0.043329476108774544,0.04122130661970004
MSA_113,2012,1.0518736613119495e-4,9.05492528716007e-5,405.00150700099766,0.01690682829357684,0.0724187152646482
MSA_113,2013,1.0072864241086501e-4,9.4797628932486e-5,411.6157098207623,0.014759750813245773,0.03338875282322988
MSA_113,2014,9.176881661704438e-5,8.628216245981994e-5,385.94097138848156,0.02058629523962736,0.05706864846404642
MSA_113,2015,1.2166178012358502e-4,1.0749330592694309e-4,220.17900343053043,0.039504378521814945,0.03789074652129784
MSA_113,2016,1.0204687163209044e-4,8.58251329354969e-5,445.9842659998685,0.02649914919398725,0.040194033675361424
MSA_113,2017,1.0139256255974036e-4,8.39077479180066e-5,388.2754583377391,0.034191971831023696,0.052168956068344416
MSA_113,2018,1.069581302474879e-4,9.009635854248245e-5,333.4812418092042,0.015193701013922692,0.06534474645275623
MSA_113,2019,1.0749073843959848e-4,9.651653371365944e-5,230.56366227101535,0.04418177681975067,0.04702518201200292
MSA_113,2020,1.037185652977289e-4,9.068568048763963e-5,3051.3046379201114,0.055257576527073984,0.04759615254122764
MSA_113,2021,1.2510761314175954e-4,1.1636856679503791e-4,947.0461764605716,0.07569617692613975,0.046895654203835874
MSA_113,2022,9.830649460719875e-5,9.134570554038108e-5,2785.790805472061,0.045561962183564904,0.048202853726688775
MSA_113,2023,1.0822669809434136e-4,9.402691290495081e-5,2794.360399711877,0.1481500544305891,0.07677859509829432
MSA_113,2024,1.0842584041422663e-4,1.0556764505792892e-4,2168.4912549564615,0.014850829225033522,0.041748027009889485
MSA_113,2025,1.0958486300365378e-4,1.0120043499446674e-4,2615.930006094277,0.021748571209609508,0.0421755845611915
MSA_114,2010,9.259584205730559e-5,7.472452902950476e-5,212.75567894335836,0.01745219236239791,0.03213090289616957
MSA_114,2011,1.0645302881818196e-4,9.165543413130059e-5,332.8029109397903,0.02054037116467953,0.07192340510198847
MSA_114,2012,1.2891486435974157e-4,1.1137205374900448e-4,307.39771188236773,0.017189712021499874,0.07146096594631672
MSA_114,2013,9.324425718774028e-5,8.511488616750405e-5,235.34240508452058,0.03972310982644558,0.050094059046823534
MSA_114,2014,1.0689529152643239e-4,9.669799459101052e-5,477.7371614938602,0.043919761311262843,0.03991200472926721
MSA_114,2015,1.1052093811677769e-4,1.0240701504240979e-4,325.00152203720063,0.0312058995757252,0.059299436858855185
MSA_114,2016,9.989793990599353e-5,8.568414579478282e-5,435.2751313941553,0.014979583295062184,0.07858435350470246
MSA_114,2017,1.1016004932086753e-4,9.24759723162381e-5,255.71365375071764,0.036863153129816056,0.0563485592440702
MSA_114,2018,9.689822044005117e-5,8.44721650087889e-5,401.8978758715093,0.024361823657527565,0.03518216489581391
MSA_114,2019,1.0541969083369582e-4,9.307313301042613e-5,310.91869508381933,0.010655497889965773,0.06815658807288856
MSA_114,2020,1.1482120290476102e-4,9.862250073287035e-5,1067.9024208337069,0.09755166181595995,0.05989812634186819
MSA_114,2021,1.2168469257610719e-4,1.0970325146026747e-4,925.2098050666973,0.16121456550667063,0.07192817293806002
MSA_114,2022,1.0688604265428403e-4,8.988853621658618e-5,2201.315897377208,0.16436012487392873,0.06169628984760493
MSA_114,2023,1.0515983411133667e-4,8.750284053463243e-5,3259.5096570206806,0.1368477095477283,0.030772578886244444
MSA_114,2024,1.060845513299016e-4,9.53289061573303e-5,2351.011050888337,0.04091115354560316,0.03052414141828194
